Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B19-12027,03/25/19,22:59,March,Monday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B19-11951,03/25/19,14:33,March,Monday,DISTURBANCE IP,2601 N WALNUT ST; CASCADES INN,LB511,BPD,NO REPORT
B19-11939,03/25/19,13:40,March,Monday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,NO REPORT
B19-11917,03/25/19,11:00,March,Monday,DISTURBANCE IP,2430 S WALNUT ST; DOLLAR GENERAL SOUTH WALNUT SQUARE,LB422,BPD,NO REPORT
B19-11905,03/25/19,05:17,March,Monday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD 2,LB327,BPD,NO REPORT
B19-11902,03/25/19,04:19,March,Monday,DISTURBANCE IP,S JORDAN AVE & E ATWATER AVE,LB303,BPD,NO REPORT
B19-11893,03/25/19,3.0127314814814815E-2,March,Monday,DISTURBANCE IP,2727 N DUNN ST; LIFE DESIGNS,LB208,BPD,REPORT
B19-11810,03/24/19,14:44,March,Sunday,DISTURBANCE IP,2500 W 3RD ST; COZY TABLE RESTAURANT,LB523,BPD,NO REPORT
B19-11771,03/24/19,04:00,March,Sunday,DISTURBANCE IP,629 W MARBLE LN,LB513,BPD,NO REPORT
B19-11768,03/24/19,03:34,March,Sunday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,REPORT
B19-11749,03/24/19,5.226851851851852E-2,March,Sunday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,REPORT
B19-11715,03/23/19,21:59,March,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 189B,LB336,BPD,NO REPORT
B19-11661,03/23/19,15:44,March,Saturday,DISTURBANCE IP,1201 W ALLEN ST; APT 9,LB413,BPD,REPORT
B19-11636,03/23/19,12:11,March,Saturday,DISTURBANCE IP,409 E KIRKWOOD AVE; VILLAGE DELI,LB102,BPD,NO REPORT
B19-11626,03/23/19,10:26,March,Saturday,DISTURBANCE IP,155 E KENNEDY CT,LB336,BPD,NO REPORT
B19-11603,03/23/19,07:10,March,Saturday,DISTURBANCE IP,155 E BURKS DR; GOLDEN LIVING CENTER,LB336,BPD,NO REPORT
B19-11598,03/23/19,05:08,March,Saturday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,NO REPORT
B19-11582,03/23/19,6.5034722222222216E-2,March,Saturday,DISTURBANCE IP,3318 E JOHN HINKLE PL,LB221,BPD,NO REPORT
B19-11580,03/23/19,4.4062500000000004E-2,March,Saturday,DISTURBANCE IP,612 S STATE ROAD 446; APT 1D,LB307,BPD,NO REPORT
B19-11563,03/22/19,22:42,March,Friday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B19-11442,03/22/19,08:23,March,Friday,DISTURBANCE IP,2446 S HENDERSON ST; APT 324,LB327,BPD,NO REPORT
B19-11419,03/22/19,8.1215277777777775E-2,March,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,REPORT
B19-11384,03/21/19,20:23,March,Thursday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-11361,03/21/19,16:38,March,Thursday,DISTURBANCE IP,1515 S ROGERS ST; COMMUNITY KITCHEN,LB420,BPD,NO REPORT
B19-11314,03/21/19,10:03,March,Thursday,DISTURBANCE IP,2446 S HENDERSON ST,LB327,BPD,NO REPORT
B19-11312,03/21/19,10:03,March,Thursday,DISTURBANCE IP,2446 S HENDERSON ST,LB327,BPD,NO REPORT
B19-11299,03/21/19,07:51,March,Thursday,DISTURBANCE IP,1306 S WALNUT ST,LB411,BPD,NO REPORT
B19-11298,03/21/19,07:41,March,Thursday,DISTURBANCE IP,1965 S WALNUT ST; BLOOMINGTON HIGH SCHOOL SOUTH,LB327,BPD,REPORT
B19-11272,03/20/19,23:03,March,Wednesday,DISTURBANCE IP,1045 N SUMMIT ST,LB517,BPD,NO REPORT
B19-11265,03/20/19,22:05,March,Wednesday,DISTURBANCE IP,714 S FAIRVIEW ST ;APT 5,LB409,BPD,NO REPORT
B19-11262,03/20/19,21:27,March,Wednesday,DISTURBANCE IP,3431 S ACADIA CT,LB329,BPD,NO REPORT
B19-11245,03/20/19,17:18,March,Wednesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-11234,03/20/19,15:05,March,Wednesday,DISTURBANCE IP,503 W KIRKWOOD AVE; CIRCLE K GAS KIRKWOOD AND ROGERS,LB408,BPD,NO REPORT
B19-11212,03/20/19,11:59,March,Wednesday,DISTURBANCE IP,601 W 2ND ST,LB409,BPD,NO REPORT
B19-11140,03/19/19,20:39,March,Tuesday,DISTURBANCE IP,1102 N LINDBERGH DR,LB517,BPD,NO REPORT
B19-11119,03/19/19,18:11,March,Tuesday,DISTURBANCE IP,2110 N WALNUT ST; CIRCLE S,LB212,BPD,NO REPORT
B19-11112,03/19/19,17:27,March,Tuesday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B19-11058,03/19/19,11:11,March,Tuesday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B19-11012,03/18/19,22:47,March,Monday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B19-10956,03/18/19,16:32,March,Monday,DISTURBANCE IP,2470 S BRITTANY LN,LB326,BPD,NO REPORT
B19-10919,03/18/19,12:08,March,Monday,DISTURBANCE IP,1281 S ADAMS ST,LMS31,BPD,NO REPORT
B19-10913,03/18/19,11:33,March,Monday,DISTURBANCE IP,2100 N WALNUT ST; HAMPTON INN,LB212,BPD,REPORT
B19-10881,03/18/19,04:35,March,Monday,DISTURBANCE IP,W HEATHERWOOD LN & W LILAC LN,LB428,BPD,NO REPORT
B19-10849,03/17/19,22:18,March,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A2,LB336,BPD,NO REPORT
B19-10840,03/17/19,19:58,March,Sunday,DISTURBANCE IP,2819 E 3RD ST; MCDONALDS EAST,LB221,BPD,NO REPORT
B19-10799,03/17/19,14:07,March,Sunday,DISTURBANCE IP,2634 N WALNUT ST,LB209,BPD,NO REPORT
B19-10794,03/17/19,13:22,March,Sunday,DISTURBANCE IP,S WALNUT ST & W 3RD ST,LB103,BPD,NO REPORT
B19-10716,03/16/19,16:48,March,Saturday,DISTURBANCE IP,4421 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B19-10709,03/16/19,15:58,March,Saturday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1504 COUNTRY VIEW APARTMENTS,LB424,BPD,REPORT
B19-10703,03/16/19,14:49,March,Saturday,DISTURBANCE IP,1918 W 3RD ST; CULVERS,LB522,BPD,REPORT
B19-10675,03/16/19,8.5335648148148147E-2,March,Saturday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,REPORT
B19-10637,03/15/19,21:26,March,Friday,DISTURBANCE IP,2718 E BRIGS BND,LB320,BPD,NO REPORT
B19-10634,03/15/19,20:49,March,Friday,DISTURBANCE IP,1000 W 17TH ST,LB513,BPD,NO REPORT
B19-10632,03/15/19,20:39,March,Friday,DISTURBANCE IP,2851 N OLD STATE ROAD 37; LOWER CASCADES PARK,LB506,BPD,NO REPORT
B19-10614,03/15/19,17:25,March,Friday,DISTURBANCE IP,S GRANT ST & E SOUTHERN DR,LB315,BPD,REPORT
B19-10605,03/15/19,15:58,March,Friday,DISTURBANCE IP,103 E SOUTHERN DR,LB315,BPD,NO REPORT
B19-10537,03/15/19,4.1365740740740745E-2,March,Friday,DISTURBANCE IP,4509 E CAMBRIDGE CT,LB219,BPD,NO REPORT
B19-10459,03/14/19,18:12,March,Thursday,DISTURBANCE IP,3111 S WALNUT STREET PIKE,LB335,BPD,NO REPORT
B19-10423,03/14/19,16:36,March,Thursday,DISTURBANCE IP,1313 W 12TH ST,LB517,BPD,REPORT
B19-10413,03/14/19,15:48,March,Thursday,DISTURBANCE IP,4150 E 3RD ST; DAY FUNERAL HOME,LB307,BPD,NO REPORT
B19-10401,03/14/19,14:11,March,Thursday,DISTURBANCE IP,200 N GATES DR; DOLLAR TREE WHITEHALL CROSSING,LB524,BPD,NO REPORT
B19-10372,03/14/19,03:30,March,Thursday,DISTURBANCE IP,1800 N WALNUT ST;RM 141; MOTEL 6,LB212,BPD,NO REPORT
B19-10362,03/14/19,2.2303240740740738E-2,March,Thursday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT
B19-10241,03/13/19,09:04,March,Wednesday,DISTURBANCE IP,4421 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B19-10201,03/12/19,22:52,March,Tuesday,DISTURBANCE IP,1100 S MORTON ST,LB412,BPD,REPORT
B19-10178,03/12/19,19:43,March,Tuesday,DISTURBANCE IP,155 E BURKS DR; GOLDEN LIVING CENTER,LB336,BPD,REPORT
B19-10144,03/12/19,15:13,March,Tuesday,DISTURBANCE IP,3205 W STATE ROAD 45; SAMS CLUB,LB416,BPD,NO REPORT
B19-10143,03/12/19,15:11,March,Tuesday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B19-10118,03/12/19,13:32,March,Tuesday,DISTURBANCE IP,121 E KIRKWOOD AVE; CVS DOWNTOWN; U:,LB102,BPD,NO REPORT
B19-10057,03/11/19,22:27,March,Monday,DISTURBANCE IP,N WOODBURN AVE & W 16TH ST,LB519,BPD,NO REPORT
B19-10031,03/11/19,17:39,March,Monday,DISTURBANCE IP,301 N COLLEGE AVE; MONROE COUNTY JUSTICE BUILDING,LMNC,BPD,NO REPORT
B19-09948,03/11/19,7.3692129629629635E-2,March,Monday,DISTURBANCE IP,2304 S ROGERS ST; LOT 3,LB423,BPD,REPORT
B19-09917,03/10/19,21:24,March,Sunday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-09898,03/10/19,18:18,March,Sunday,DISTURBANCE IP,910 N CRESCENT RD,LB517,BPD,NO REPORT
B19-09884,03/10/19,16:25,March,Sunday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2003,LB424,BPD,NO REPORT
B19-09865,03/10/19,14:10,March,Sunday,DISTURBANCE IP,1560 W BLOOMFIELD RD; CITGO GAS BLOOMINGTON,LMS30,BPD,NO REPORT
B19-09859,03/10/19,12:35,March,Sunday,DISTURBANCE IP,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT
B19-09837,03/10/19,04:42,March,Sunday,DISTURBANCE IP,2457 W MARLENE DR,LB523,BPD,NO REPORT
B19-09789,03/09/19,21:11,March,Saturday,DISTURBANCE IP,714 S FAIRVIEW ST; APT 1,LB409,BPD,NO REPORT
B19-09774,03/09/19,18:32,March,Saturday,DISTURBANCE IP,1307 S WALNUT ST,LB314,BPD,NO REPORT
B19-09770,03/09/19,18:06,March,Saturday,DISTURBANCE IP,1023 W 12TH ST,LB518,BPD,REPORT
B19-09689,03/09/19,9.9351851851851858E-2,March,Saturday,DISTURBANCE IP,120 S KINGSTON DR; APT C 45,LB221,BPD,NO REPORT
B19-09685,03/09/19,3.2476851851851847E-2,March,Saturday,DISTURBANCE IP,211 S KIMBLE DR; B BUILDING,LB523,BPD,NO REPORT
B19-09674,03/09/19,2.0601851851851853E-3,March,Saturday,DISTURBANCE IP,216 N WALNUT ST; BLUEBIRD NIGHTCLUB,LB102,BPD,REPORT
B19-09626,03/08/19,18:12,March,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B19-09544,03/08/19,04:03,March,Friday,DISTURBANCE IP,2600 S KENDALL DR,LB422,BPD,NO REPORT
B19-09447,03/07/19,15:54,March,Thursday,DISTURBANCE IP,3826 W 3RD ST; BOOST MOBILE,LB524,BPD,NO REPORT
B19-09432,03/07/19,14:04,March,Thursday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1706,LB424,BPD,NO REPORT
B19-09357,03/06/19,23:14,March,Wednesday,DISTURBANCE IP,2464 S WINSLOW CT,LB326,BPD,NO REPORT
B19-09311,03/06/19,16:19,March,Wednesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-09275,03/06/19,12:20,March,Wednesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-09195,03/05/19,20:35,March,Tuesday,DISTURBANCE IP,120 S FAIRFIELD DR; FAIRFIELD INN BLOOMINGTON; ROOM 210,LB523,BPD,NO REPORT
B19-09158,03/05/19,17:00,March,Tuesday,DISTURBANCE IP,705 W 4TH ST,,BPD,NO REPORT
B19-09099,03/05/19,07:13,March,Tuesday,DISTURBANCE IP,2615 E 3RD ST; BLOOMINGTON TRAVELODGE,LB221,BPD,REPORT
B19-09092,03/05/19,03:16,March,Tuesday,DISTURBANCE IP,3547 E COVENANTER DR,LB309,BPD,NO REPORT
B19-09090,03/05/19,4.0509259259259259E-2,March,Tuesday,DISTURBANCE IP,4405 E 3RD ST,LB219,BPD,NO REPORT
B19-09089,03/05/19,3.5960648148148151E-2,March,Tuesday,DISTURBANCE IP,4405 E 3RD ST; CIRCLE K,LB219,BPD,NO REPORT
B19-09063,03/04/19,20:50,March,Monday,DISTURBANCE IP,629 N FAIRVIEW ST; TOW TIME,LB518,BPD,NO REPORT
B19-09048,03/04/19,19:09,March,Monday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,REPORT
B19-09043,03/04/19,18:06,March,Monday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B19-08934,03/03/19,21:23,March,Sunday,DISTURBANCE IP,510 S COLLEGE MALL RD; CVS PHARMACY COLLEGE MALL ROAD,LB305,BPD,NO REPORT
B19-08928,03/03/19,20:52,March,Sunday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,NO REPORT
B19-08917,03/03/19,20:09,March,Sunday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1707,LB424,BPD,NO REPORT
B19-08772,03/02/19,23:09,March,Saturday,DISTURBANCE IP,930 W 17TH ST; WESTERN SKATELAND,LB513,BPD,NO REPORT
B19-08753,03/02/19,20:31,March,Saturday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT
B19-08701,03/02/19,14:29,March,Saturday,DISTURBANCE IP,S PATTERSON DR & W ALLEN ST,LB412,BPD,NO REPORT
B19-08689,03/02/19,13:13,March,Saturday,DISTURBANCE IP,211 S KIMBLE DR,LB523,BPD,NO REPORT
B19-08666,03/02/19,09:26,March,Saturday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,REPORT
B19-08631,03/02/19,04:44,March,Saturday,DISTURBANCE IP,503 W KIRKWOOD AVE; CIRCLE K GAS KIRKWOOD AND ROGERS,LB408,BPD,REPORT
B19-08591,03/01/19,23:08,March,Friday,DISTURBANCE IP,3020 E 3RD ST; CHICK FIL A,LB305,BPD,NO REPORT
B19-08586,03/01/19,22:46,March,Friday,DISTURBANCE IP,1500 S WALNUT ST; EVIL BY THE NEEDLE,LB421,BPD,NO REPORT
B19-08580,03/01/19,22:20,March,Friday,DISTURBANCE IP,211 S KIMBLE DR; APT B,LB523,BPD,NO REPORT
B19-08480,03/01/19,13:04,March,Friday,DISTURBANCE IP,1440 N WOODBURN AVE; APT 29,LB512,BPD,NO REPORT
B19-08399,03/01/19,5.0578703703703706E-3,March,Friday,DISTURBANCE IP,155 E BURKS DR; GOLDEN LIVING CENTER,LB336,BPD,NO REPORT
B19-08396,02/28/19,23:47,February,Thursday,DISTURBANCE IP,513 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B19-08386,02/28/19,23:04,February,Thursday,DISTURBANCE IP,512 S BASSWOOD DR,LB404,BPD,NO REPORT
B19-08375,02/28/19,21:59,February,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B146,LB336,BPD,REPORT
B19-08364,02/28/19,20:37,February,Thursday,DISTURBANCE IP,1530 W 7TH ST,LB521,BPD,NO REPORT
B19-08361,02/28/19,20:05,February,Thursday,DISTURBANCE IP,1402 W 12TH ST,LB517,BPD,REPORT
B19-08345,02/28/19,17:28,February,Thursday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B19-08160,02/27/19,11:52,February,Wednesday,DISTURBANCE IP,425 E KIRKWOOD AVE; FIVE GUYS,LB102,BPD,REPORT
B19-08114,02/27/19,4.0474537037037038E-2,February,Wednesday,DISTURBANCE IP,313 W 13TH ST,LB519,BPD,NO REPORT
B19-08106,02/26/19,22:58,February,Tuesday,DISTURBANCE IP,1614 W ARLINGTON RD; APT 8,LB514,BPD,NO REPORT
B19-08105,02/26/19,22:55,February,Tuesday,DISTURBANCE IP,211 S KIMBLE DR; APT 14,LB523,BPD,REPORT
B19-08090,02/26/19,21:34,February,Tuesday,DISTURBANCE IP,216 N WALNUT ST; BLUEBIRD NIGHTCLUB,LB102,BPD,REPORT
B19-08079,02/26/19,20:04,February,Tuesday,DISTURBANCE IP,548 S BASSWOOD DR; APT L,LB404,BPD,NO REPORT
B19-08077,02/26/19,19:43,February,Tuesday,DISTURBANCE IP,508 S BASSWOOD DR; APT P,LB404,BPD,NO REPORT
B19-08069,02/26/19,18:23,February,Tuesday,DISTURBANCE IP,130 W GRIMES LN,LB411,BPD,REPORT
B19-08027,02/26/19,13:18,February,Tuesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B19-07948,02/25/19,21:22,February,Monday,DISTURBANCE IP,924 N LINDBERGH DR,LB517,BPD,REPORT
B19-07928,02/25/19,17:19,February,Monday,DISTURBANCE IP,N WALNUT ST & E 19TH ST,LB512,BPD,REPORT
B19-07922,02/25/19,16:57,February,Monday,DISTURBANCE IP,526 N LINCOLN ST,LB102,BPD,NO REPORT
B19-07918,02/25/19,16:30,February,Monday,DISTURBANCE IP,2101 S LIBERTY DR; STEAK N SHAKE SOUTHWEST,LB416,BPD,NO REPORT
B19-07876,02/25/19,10:46,February,Monday,DISTURBANCE IP,2446 S HENDERSON ST; 423,LB327,BPD,NO REPORT
B19-07770,02/24/19,13:02,February,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B134,LB336,BPD,NO REPORT
B19-07691,02/23/19,22:19,February,Saturday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GAS GRIMES AND WALNUT,LB314,BPD,NO REPORT
B19-07683,02/23/19,21:15,February,Saturday,DISTURBANCE IP,308 N ROGERS ST,,BPD,NO REPORT
B19-07682,02/23/19,21:11,February,Saturday,DISTURBANCE IP,729 W DIXIE ST; APT 11,LB412,BPD,REPORT
B19-07564,02/23/19,5.1793981481481483E-2,February,Saturday,DISTURBANCE IP,S HENDERSON ST & E 2ND ST,LB302,BPD,NO REPORT
B19-07536,02/22/19,21:54,February,Friday,DISTURBANCE IP,1009 N ILLINOIS ST,LB517,BPD,NO REPORT
B19-07500,02/22/19,16:43,February,Friday,DISTURBANCE IP,225 E 20TH ST; APT 28,LB212,BPD,NO REPORT
B19-07434,02/22/19,08:56,February,Friday,DISTURBANCE IP,612 S STATE ROAD 446; KNIGHTRIDGE MANOR  AT BT BUS STOP,LB307,BPD,NO REPORT
B19-07421,02/22/19,05:11,February,Friday,DISTURBANCE IP,3242 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT
B19-07411,02/22/19,5.4444444444444441E-2,February,Friday,DISTURBANCE IP,224 E VARSITY LN,LB212,BPD,NO REPORT
B19-07265,02/21/19,04:52,February,Thursday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT
B19-07207,02/20/19,20:15,February,Wednesday,DISTURBANCE IP,910 N CRESCENT RD,LB517,BPD,NO REPORT
B19-07171,02/20/19,15:01,February,Wednesday,DISTURBANCE IP,3801 E MCCRACKEN WAY; APT 2,LB220,BPD,NO REPORT
B19-07166,02/20/19,14:20,February,Wednesday,DISTURBANCE IP,1614 W ARLINGTON RD; APT 8,LB514,BPD,NO REPORT
B19-07158,02/20/19,12:52,February,Wednesday,DISTURBANCE IP,317 W 16TH ST,LB519,BPD,NO REPORT
B19-07131,02/20/19,09:51,February,Wednesday,DISTURBANCE IP,1821 W 17TH ST,LB517,BPD,NO REPORT
B19-07102,02/20/19,7.7928240740740742E-2,February,Wednesday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B19-07062,02/19/19,20:50,February,Tuesday,DISTURBANCE IP,914 N LINDBERGH DR,LB517,BPD,NO REPORT
B19-07060,02/19/19,20:38,February,Tuesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-06930,02/19/19,3.0474537037037036E-2,February,Tuesday,DISTURBANCE IP,914 N LINDBERGH DR,LB517,BPD,NO REPORT
B19-06884,02/18/19,20:19,February,Monday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A BLDG,LB336,BPD,NO REPORT
B19-06830,02/18/19,11:42,February,Monday,DISTURBANCE IP,1832 S COVEY LN,LB317,BPD,REPORT
B19-06828,02/18/19,11:16,February,Monday,DISTURBANCE IP,2125 S HIGHLAND AVE; MONROE COUNTY YMCA BLOOMINGTON,LB325,BPD,NO REPORT
B19-06774,02/17/19,22:19,February,Sunday,DISTURBANCE IP,535 S WALNUT ST; ARBYS SOUTH,LB301,BPD,NO REPORT
B19-06680,02/17/19,06:02,February,Sunday,DISTURBANCE IP,1600 N WILLIS DR; LOT 26,LB513,BPD,NO REPORT
B19-06666,02/17/19,6.446759259259259E-2,February,Sunday,DISTURBANCE IP,207 S COLLEGE AVE; THE BACK DOOR,LB103,BPD,REPORT
B19-06654,02/17/19,1.7233796296296296E-2,February,Sunday,DISTURBANCE IP,111 W 4TH ST;APT 3,LB103,BPD,NO REPORT
B19-06553,02/16/19,12:28,February,Saturday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B19-06548,02/16/19,10:56,February,Saturday,DISTURBANCE IP,2422 S WINSLOW CT,LB326,BPD,NO REPORT
B19-06520,02/16/19,05:48,February,Saturday,DISTURBANCE IP,2718 E 3RD ST; BURGER KING EAST,LB305,BPD,NO REPORT
B19-06518,02/16/19,04:49,February,Saturday,DISTURBANCE IP,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,BPD,NO REPORT
B19-06491,02/15/19,23:28,February,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 189B,LB336,BPD,NO REPORT
