Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B19-13639,04-06-19,10:13,April,Saturday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; RM 105,LB212,BPD,REPORT
B19-13710,04-06-19,19:36,April,Saturday,DISTURBANCE IP,2315 S ROCKPORT RD; APT C,LB423,BPD,NO REPORT
B19-13748,04-06-19,23:14,April,Saturday,DISTURBANCE IP,S COLLEGE AVE & W SMITH AVE,LB103,BPD,NO REPORT
B19-13750,04-06-19,23:13,April,Saturday,DISTURBANCE IP,W 12TH ST & N SUMMIT ST,LB517,BPD,NO REPORT
B19-13776,04-07-19,01:22,April,Sunday,DISTURBANCE IP,1104 N GRANT ST;APT 1,LB213,BPD,NO REPORT
B19-13786,04-07-19,01:54,April,Sunday,DISTURBANCE IP,3229 E BRAESIDE DR,LB221,BPD,NO REPORT
B19-13813,04-07-19,08:36,April,Sunday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD 1 APTS,LB327,BPD,NO REPORT
B19-13890,04-07-19,23:28,April,Sunday,DISTURBANCE IP,1730 S WALNUT ST; NIGHT MOVES,LB421,BPD,REPORT
B19-13895,04-07-19,23:59,April,Sunday,DISTURBANCE IP,N COLLEGE AVE & W 17TH ST,LB519,BPD,REPORT
B19-13906,04-08-19,02:09,April,Monday,DISTURBANCE IP,543 W GRANITE DR ; APT A,LB513,BPD,NO REPORT
B19-13921,04-08-19,08:19,April,Monday,DISTURBANCE IP,110 S INDIANA AVE; STARBUCKS DOWNTOWN,LB104,BPD,NO REPORT
B19-13947,04-08-19,12:02,April,Monday,DISTURBANCE IP,820 W 13TH CT,LB518,BPD,NO REPORT
B19-14026,04-08-19,20:24,April,Monday,DISTURBANCE IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B19-14093,04-09-19,07:24,April,Tuesday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B19-14096,04-09-19,08:18,April,Tuesday,DISTURBANCE IP,210 E KIRKWOOD AVE; GRADUATE HOTEL,LB104,BPD,NO REPORT
B19-14148,04-09-19,15:07,April,Tuesday,DISTURBANCE IP,2475 S WINSLOW CT,LB326,BPD,NO REPORT
B19-14150,04-09-19,15:22,April,Tuesday,DISTURBANCE IP,3789 E MCCRACKEN WAY; APT 4,LB220,BPD,NO REPORT
B19-14154,04-09-19,15:47,April,Tuesday,DISTURBANCE IP,2475 S WALNUT STREET PIKE; BIG RED LIQUORS WALNUT ST PIKE,LB327,BPD,NO REPORT
B19-14179,04-09-19,18:34,April,Tuesday,DISTURBANCE IP,445 W HOOSIER COURT AVE ; ACROSS FROM THIS ADDRESS,LB513,BPD,NO REPORT
B19-14278,04-10-19,10:00,April,Wednesday,DISTURBANCE IP,BLT 64 MARKER DODDS-1ST; BETWEEN W 1ST ST AND W DODDS ST,LB410,BPD,NO REPORT
B19-14283,04-10-19,11:06,April,Wednesday,DISTURBANCE IP,639 S WALKER ST; BLOOMINGTON BONE & JOINT,LB409,BPD,NO REPORT
B19-14301,04-10-19,13:59,April,Wednesday,DISTURBANCE IP,2615 E 3RD ST; BLOOMINGTON TRAVELODGE; ROOM 121,LB221,BPD,NO REPORT
B19-14305,04-10-19,14:15,April,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B19-14329,04-10-19,16:30,April,Wednesday,DISTURBANCE IP,416 W 1ST ST; CENTERSTONE FIRST STREET HOUSE,LB409,BPD,NO REPORT
B19-14363,04-10-19,19:12,April,Wednesday,DISTURBANCE IP,1509 S DORCHESTER DR,LB317,BPD,NO REPORT
B19-14402,04-10-19,23:32,April,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BUILDING A,LB336,BPD,NO REPORT
B19-14408,04-11-19,00:05,April,Thursday,DISTURBANCE IP,935 S COPPER BEECH WAY,LB415,BPD,NO REPORT
B19-14451,04-11-19,09:43,April,Thursday,DISTURBANCE IP,280 N GATES DR; BED BATH AND BEYOND WEST,LB524,BPD,NO REPORT
B19-14507,04-11-19,17:02,April,Thursday,DISTURBANCE IP,121 E KIRKWOOD AVE; CVS DOWNTOWN; U:,LB102,BPD,NO REPORT
B19-14520,04-11-19,18:55,April,Thursday,DISTURBANCE IP,211 N WASHINGTON ST,LB102,BPD,NO REPORT
B19-14525,04-11-19,19:52,April,Thursday,DISTURBANCE IP,E 3RD ST & S DUNN ST,LB104,BPD,NO REPORT
B19-14542,04-11-19,21:51,April,Thursday,DISTURBANCE IP,623 W SMITH AVE,LB409,BPD,NO REPORT
B19-14611,04-12-19,06:57,April,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B19-14638,04-12-19,11:09,April,Friday,DISTURBANCE IP,2100 S LIBERTY DR;LIMESTONE HEALTH,LB416,BPD,NO REPORT
B19-14649,04-12-19,12:26,April,Friday,DISTURBANCE IP,222 W 2ND ST; ARTISAN ALLEY,LB103,BPD,NO REPORT
B19-14667,04-12-19,14:08,April,Friday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-14676,04-12-19,14:47,April,Friday,DISTURBANCE IP,1205 W 8TH ST,LB520,BPD,NO REPORT
B19-14727,04-12-19,20:04,April,Friday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-14732,04-12-19,20:24,April,Friday,DISTURBANCE IP,S WASHINGTON ST & E 3RD ST,LB104,BPD,NO REPORT
B19-14745,04-12-19,20:55,April,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; B BUILDING,LB336,BPD,NO REPORT
B19-14746,04-12-19,20:58,April,Friday,DISTURBANCE IP,106 E 2ND ST; SAHARA MART WEST,LB301,BPD,NO REPORT
B19-14783,04-12-19,23:27,April,Friday,DISTURBANCE IP,903 E 2ND ST,LB302,BPD,NO REPORT
B19-14802,04-13-19,00:40,April,Saturday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B19-14803,04-13-19,00:39,April,Saturday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B19-14805,04-13-19,00:57,April,Saturday,DISTURBANCE IP,321 W KENWOOD DR,LB519,BPD,NO REPORT
B19-14810,04-13-19,01:11,April,Saturday,DISTURBANCE IP,E HECTOR DR & E DECKARD DR,LB218,BPD,NO REPORT
B19-14836,04-13-19,02:40,April,Saturday,DISTURBANCE IP,1333 N WASHINGTON ST,LB212,BPD,NO REPORT
B19-14843,04-13-19,03:10,April,Saturday,DISTURBANCE IP,E ATWATER AVE & E 3RD ST,LB104,BPD,NO REPORT
B19-14868,04-13-19,09:22,April,Saturday,DISTURBANCE IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B19-14909,04-13-19,13:48,April,Saturday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B19-14943,04-13-19,16:21,April,Saturday,DISTURBANCE IP,1320 N WASHINGTON ST,LB212,BPD,NO REPORT
B19-15010,04-13-19,19:41,April,Saturday,DISTURBANCE IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT
B19-15015,04-13-19,19:54,April,Saturday,DISTURBANCE IP,S COPPER BEECH WAY & W ALDER CT,LB415,BPD,REPORT
B19-15022,04-13-19,20:23,April,Saturday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT
B19-15037,04-13-19,21:20,April,Saturday,DISTURBANCE IP,411 E SOUTHERN DR; APT 11,LB315,BPD,NO REPORT
B19-15044,04-13-19,21:39,April,Saturday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT
B19-15072,04-13-19,23:14,April,Saturday,DISTURBANCE IP,1327 N WASHINGTON ST,LB212,BPD,NO REPORT
B19-15098,04-14-19,00:31,April,Sunday,DISTURBANCE IP,S PATTERSON DR & W 3RD ST,LB406,BPD,NO REPORT
B19-15108,04-14-19,01:09,April,Sunday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B19-15109,04-14-19,01:12,April,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE  ; APT A59,LB336,BPD,NO REPORT
B19-15119,04-14-19,01:42,April,Sunday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B19-15152,04-14-19,04:42,April,Sunday,DISTURBANCE IP,3316 E JOHN HINKLE PL,LB221,BPD,NO REPORT
B19-15164,04-14-19,06:58,April,Sunday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL; HALLWAY A,LB409,BPD,NO REPORT
B19-15192,04-14-19,12:27,April,Sunday,DISTURBANCE IP,200 E STATE ROAD 45 46 BYPASS; DAYS INN BLOOMINGTON,LB212,BPD,NO REPORT
B19-15219,04-14-19,15:57,April,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A BLDG,LB336,BPD,NO REPORT
B19-15325,04-15-19,12:21,April,Monday,DISTURBANCE IP,1600 N WILLIS DR; LOT 172,LB513,BPD,REPORT
B19-15360,04-15-19,17:26,April,Monday,DISTURBANCE IP,W KIRKWOOD AVE & N ADAMS ST,LB521,BPD,NO REPORT
B19-15383,04-15-19,20:51,April,Monday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,REPORT
B19-15391,04-15-19,21:50,April,Monday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,REPORT
B19-15392,04-15-19,21:55,April,Monday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 197,LB513,BPD,REPORT
B19-15393,04-15-19,21:53,April,Monday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 197,LB513,BPD,NO REPORT
B19-15418,04-16-19,08:28,April,Tuesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B19-15444,04-16-19,11:27,April,Tuesday,DISTURBANCE IP,505 W LAVA WAY; APT A,LB513,BPD,REPORT
B19-15524,04-16-19,22:25,April,Tuesday,DISTURBANCE IP,E 3RD ST & S KINGSTON DR,LB305,BPD,REPORT
B19-15536,04-16-19,23:57,April,Tuesday,DISTURBANCE IP,701 S HIGH ST,LB304,BPD,NO REPORT
B19-15545,04-17-19,00:46,April,Wednesday,DISTURBANCE IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B19-15566,04-17-19,05:33,April,Wednesday,DISTURBANCE IP,2309 S ZONA CT,LB424,BPD,NO REPORT
B19-15618,04-17-19,14:57,April,Wednesday,DISTURBANCE IP,624 S WALNUT ST,LB410,BPD,NO REPORT
B19-15633,04-17-19,17:08,April,Wednesday,DISTURBANCE IP,S FESS AVE & E 2ND ST,LB302,BPD,NO REPORT
B19-15650,04-17-19,19:25,April,Wednesday,DISTURBANCE IP,1912 S ROGERS ST,LB420,BPD,REPORT
B19-15689,04-18-19,00:10,April,Thursday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,NO REPORT
B19-15716,04-18-19,09:27,April,Thursday,DISTURBANCE IP,3020 E 3RD ST; CHICK FIL A,LB305,BPD,NO REPORT
B19-15757,04-18-19,14:57,April,Thursday,DISTURBANCE IP,714 S FAIRVIEW ST;APT 5,LB409,BPD,NO REPORT
B19-15776,04-18-19,17:25,April,Thursday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6;RM 133,LB212,BPD,NO REPORT
B19-15801,04-18-19,20:43,April,Thursday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,NO REPORT
B19-15824,04-19-19,00:32,April,Friday,DISTURBANCE IP,2811 W TIMBERS TRL; APT B,LB415,BPD,NO REPORT
B19-15835,04-19-19,02:49,April,Friday,DISTURBANCE IP,301 N COLLEGE AVE; MONROE COUNTY JUSTICE BUILDING,LMNC,BPD,NO REPORT
B19-15866,04-19-19,12:42,April,Friday,DISTURBANCE IP,409 W 2ND ST,LB409,BPD,NO REPORT
B19-15896,04-19-19,15:59,April,Friday,DISTURBANCE IP,2498 S WALNUT ST; BURGER KING SOUTH,LB422,BPD,NO REPORT
B19-15899,04-19-19,16:07,April,Friday,DISTURBANCE IP,2020 S WALNUT ST; SONIC,LB422,BPD,REPORT
B19-15942,04-19-19,23:23,April,Friday,DISTURBANCE IP,2511 E 2ND ST; APT 3,LB304,BPD,NO REPORT
B19-15943,04-19-19,23:37,April,Friday,DISTURBANCE IP,2416 S BRITTANY LN,LB326,BPD,NO REPORT
B19-15971,04-20-19,08:03,April,Saturday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,NO REPORT
B19-16010,04-20-19,15:48,April,Saturday,DISTURBANCE IP,930 W 17TH ST; WESTERN SKATELAND,LB513,BPD,NO REPORT
B19-16050,04-20-19,22:34,April,Saturday,DISTURBANCE IP,420 E KIRKWOOD AVE; CHIPOTLE MEXICAN GRILL KIRKWOOD,LB104,BPD,NO REPORT
B19-16108,04-21-19,11:19,April,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 80A,LB336,BPD,NO REPORT
B19-16155,04-21-19,18:52,April,Sunday,DISTURBANCE IP,3030 E AMY LN,LB221,BPD,REPORT
B19-16163,04-21-19,19:34,April,Sunday,DISTURBANCE IP,W 11TH ST & N ORRIS DR,LB518,BPD,REPORT
B19-16164,04-21-19,19:34,April,Sunday,DISTURBANCE IP,311 S MULLER PKWY,LB405,BPD,NO REPORT
B19-16167,04-21-19,20:11,April,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B100,LB336,BPD,NO REPORT
B19-16185,04-21-19,22:34,April,Sunday,DISTURBANCE IP,121 N HOPEWELL ST; APT 2,LB521,BPD,NO REPORT
B19-16237,04-22-19,09:21,April,Monday,DISTURBANCE IP,523 N LINCOLN ST; APT 27,LB102,BPD,NO REPORT
B19-16254,04-22-19,11:58,April,Monday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS,LB327,BPD,NO REPORT
B19-16292,04-22-19,16:32,April,Monday,DISTURBANCE IP,1709 W 8TH ST; LOT 23,LB521,BPD,REPORT
B19-16323,04-22-19,21:58,April,Monday,DISTURBANCE IP,1222 W KIRKWOOD AVE,LB521,BPD,REPORT
B19-16325,04-22-19,22:12,April,Monday,DISTURBANCE IP,3370 S BURKS CT,LB336,BPD,NO REPORT
B19-16348,04-23-19,01:12,April,Tuesday,DISTURBANCE IP,404 E VARSITY LN,LB212,BPD,NO REPORT
B19-16401,04-23-19,13:51,April,Tuesday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT
B19-16402,04-23-19,13:59,April,Tuesday,DISTURBANCE IP,4400 E 3RD ST; MR HIBACHI,LB307,BPD,NO REPORT
B19-16430,04-23-19,17:03,April,Tuesday,DISTURBANCE IP,1709 W 8TH ST; LOT 23,LB521,BPD,NO REPORT
B19-16449,04-23-19,19:44,April,Tuesday,DISTURBANCE IP,N ILLINOIS ST & W 13TH ST,LB517,BPD,NO REPORT
B19-16464,04-23-19,21:45,April,Tuesday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2; APT 430,LB327,BPD,NO REPORT
B19-16482,04-23-19,22:43,April,Tuesday,DISTURBANCE IP,384 S WASHINGTON ST,LB104,BPD,NO REPORT
B19-16498,04-24-19,00:52,April,Wednesday,DISTURBANCE IP,2812 E 3RD ST; FRESH THYME FARMERS MARKET COLLEGE MALL,LB305,BPD,NO REPORT
B19-16504,04-24-19,01:40,April,Wednesday,DISTURBANCE IP,119 S PARK RIDGE RD; APT 3 PAVILION PARK,LB219,BPD,NO REPORT
B19-16506,04-24-19,02:00,April,Wednesday,DISTURBANCE IP,S DUNN ST & E SMITH AVE,LB104,BPD,NO REPORT
B19-16521,04-24-19,05:33,April,Wednesday,DISTURBANCE IP,3220 E JOHN HINKLE PL,LB221,BPD,REPORT
B19-16522,04-24-19,05:42,April,Wednesday,DISTURBANCE IP,2446 S HENDERSON ST,LB327,BPD,REPORT
B19-16543,04-24-19,11:12,April,Wednesday,DISTURBANCE IP,1005 N ROGERS ST; B12,LB518,BPD,NO REPORT
B19-16558,04-24-19,13:12,April,Wednesday,DISTURBANCE IP,1018 N LINDBERGH DR,LB517,BPD,NO REPORT
B19-16589,04-24-19,17:34,April,Wednesday,DISTURBANCE IP,312 E 3RD ST; LAUNDRYWORKS NORTH,LB104,BPD,NO REPORT
B19-16593,04-24-19,18:08,April,Wednesday,DISTURBANCE IP,311 S MULLER PKWY,LB405,BPD,NO REPORT
B19-16595,04-24-19,18:13,April,Wednesday,DISTURBANCE IP,309 E 3RD ST; EL REY AZTECA,LB104,BPD,NO REPORT
B19-16599,04-24-19,18:56,April,Wednesday,DISTURBANCE IP,311 S MULLER PKWY,LB405,BPD,NO REPORT
B19-16618,04-24-19,22:00,April,Wednesday,DISTURBANCE IP,1327 N WASHINGTON ST,LB212,BPD,NO REPORT
B19-16652,04-25-19,04:07,April,Thursday,DISTURBANCE IP,N ADAMS ST & W 6TH ST,LB521,BPD,NO REPORT
B19-16782,04-26-19,01:26,April,Friday,DISTURBANCE IP,1600 N WILLIS DR; LOT 46,LB513,BPD,NO REPORT
B19-16827,04-26-19,13:08,April,Friday,DISTURBANCE IP,2222 E 3RD ST; SAINT CHARLES CATHOLIC CHURCH,LB304,BPD,NO REPORT
B19-16837,04-26-19,14:03,April,Friday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B19-16913,04-26-19,20:46,April,Friday,DISTURBANCE IP,S GRANT ST & E 2ND ST,LB301,BPD,NO REPORT
B19-16964,04-27-19,05:22,April,Saturday,DISTURBANCE IP,556 S BASSWOOD DR; APT H,LB404,BPD,NO REPORT
B19-16979,04-27-19,09:43,April,Saturday,DISTURBANCE IP,543 W GRANITE DR; APT A,LB513,BPD,NO REPORT
B19-16998,04-27-19,13:49,April,Saturday,DISTURBANCE IP,3845 S MILL STONE WAY,LB334,BPD,NO REPORT
B19-17043,04-27-19,18:38,April,Saturday,DISTURBANCE IP,120 S KINGSTON DR; APT 9,LB221,BPD,NO REPORT
B19-17058,04-27-19,21:21,April,Saturday,DISTURBANCE IP,3419 S ACADIA CT,LB329,BPD,NO REPORT
B19-17100,04-28-19,01:57,April,Sunday,DISTURBANCE IP,815 W CHEROKEE DR,LB420,BPD,REPORT
B19-17111,04-28-19,03:31,April,Sunday,DISTURBANCE IP,612 S STATE ROAD 446; APT BUILDING 12,LB307,BPD,NO REPORT
B19-17119,04-28-19,08:06,April,Sunday,DISTURBANCE IP,3359 S ACADIA CT,LB329,BPD,NO REPORT
B19-17173,04-28-19,18:07,April,Sunday,DISTURBANCE IP,810 N OOLITIC DR,LB517,BPD,NO REPORT
B19-17174,04-28-19,18:11,April,Sunday,DISTURBANCE IP,1101 S GRANT ST,LB314,BPD,NO REPORT
B19-17180,04-28-19,18:34,April,Sunday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B19-17181,04-28-19,18:40,April,Sunday,DISTURBANCE IP,1350 W BLOOMFIELD RD,LB406,BPD,NO REPORT
B19-17200,04-28-19,21:38,April,Sunday,DISTURBANCE IP,411 E SOUTHERN DR; APT 8,LB315,BPD,NO REPORT
B19-17214,04-28-19,22:51,April,Sunday,DISTURBANCE IP,2446 S HENDERSON ST,LB327,BPD,NO REPORT
B19-17247,04-29-19,05:45,April,Monday,DISTURBANCE IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT
B19-17256,04-29-19,08:52,April,Monday,DISTURBANCE IP,1205 S WALNUT ST,LB314,BPD,NO REPORT
B19-17344,04-29-19,18:49,April,Monday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B19-17362,04-29-19,21:09,April,Monday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B19-17363,04-29-19,21:15,April,Monday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT
B19-17408,04-30-19,03:23,April,Tuesday,DISTURBANCE IP,512 S BASSWOOD DR; APT D,LB404,BPD,REPORT
B19-17441,04-30-19,09:09,April,Tuesday,DISTURBANCE IP,2966 E 3RD ST; TARGET,LB305,BPD,NO REPORT
B19-17454,04-30-19,11:36,April,Tuesday,DISTURBANCE IP,1332 W ARCH HAVEN AVE,LB406,BPD,NO REPORT
B19-17477,04-30-19,13:58,April,Tuesday,DISTURBANCE IP,225 E 20TH ST;APT 26,LB212,BPD,NO REPORT
B19-17491,04-30-19,14:58,April,Tuesday,DISTURBANCE IP,1000 W 15TH ST; TRI NORTH MIDDLE SCHOOL,LB518,BPD,NO REPORT
B19-17502,04-30-19,15:53,April,Tuesday,DISTURBANCE IP,750 W 17TH ST; TOMCATS PAWN INC,LB513,BPD,NO REPORT
B19-17503,04-30-19,16:05,April,Tuesday,DISTURBANCE IP,615 N FAIRVIEW ST,LB518,BPD,NO REPORT
