Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B17-45407,11/4/2017,4:25:40,November,Saturday,ALCOHOL RELATED,1371 S FENBROOK LN; APT 1371,LB309,BPD,NO REPORT
B17-46183,11/9/2017,17:23:26,November,Thursday,ALCOHOL RELATED,3514 S KENNEDY DR,LB336,BPD,NO REPORT
B17-46364,11/11/2017,2:32:08,November,Saturday,ALCOHOL RELATED,721 E HUNTER AVE,LB302,BPD,NO REPORT
B17-47526,11/19/2017,17:00:01,November,Sunday,ALCOHOL RELATED,W 1ST ST & B-LINE TRAIL,LB410,BPD,NO REPORT
B17-47709,11/20/2017,22:26:02,November,Monday,ALCOHOL RELATED,2278 S OAKDALE DR,LB417,BPD,NO REPORT
B17-50519,12/11/2017,19:38:21,December,Monday,ALCOHOL RELATED,633 W MARBLE LN; APT D,LB513,BPD,NO REPORT
B17-51617,12/19/2017,15:52:45,December,Tuesday,ALCOHOL RELATED,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-00029,1/1/2017,3:31:04,January,Sunday,DISTURBANCE IP,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT
B17-00033,1/1/2017,3:46:19,January,Sunday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1907,LB424,BPD,NO REPORT
B17-00039,1/1/2017,8:47:18,January,Sunday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS; APT 202,LB327,BPD,NO REPORT
B17-00075,1/1/2017,16:13:15,January,Sunday,DISTURBANCE IP,2400 S WALNUT ST; TACO BELL SOUTH,LB422,BPD,NO REPORT
B17-00133,1/2/2017,13:48:27,January,Monday,DISTURBANCE IP,1255 S COLLEGE MALL RD; BIG RED LIQUORS S COLLEGE MALL,LB310,BPD,NO REPORT
B17-00140,1/2/2017,14:37:05,January,Monday,DISTURBANCE IP,3200 E LONGVIEW AVE; APT 21,LB221,BPD,NO REPORT
B17-00158,1/2/2017,17:45:27,January,Monday,DISTURBANCE IP,408 E 6TH ST; BOXCAR BOOKS,LB102,BPD,NO REPORT
B17-00169,1/2/2017,18:57:14,January,Monday,DISTURBANCE IP,2402 S WINSLOW CT,LB326,BPD,NO REPORT
B17-00180,1/2/2017,20:49:56,January,Monday,DISTURBANCE IP,1306 S WALNUT ST,LB411,BPD,NO REPORT
B17-00222,1/3/2017,10:07:25,January,Tuesday,DISTURBANCE IP,1217 N MAPLE ST,LB518,BPD,NO REPORT
B17-00226,1/3/2017,11:00:34,January,Tuesday,DISTURBANCE IP,908 S WASHINGTON ST; ARIEL APARTMENTS; APT 6,LB314,BPD,NO REPORT
B17-00251,1/3/2017,15:33:28,January,Tuesday,DISTURBANCE IP,114 E KIRKWOOD AVE; BUSKIRK CHUMLEY,LB104,BPD,NO REPORT
B17-00336,1/4/2017,3:37:58,January,Wednesday,DISTURBANCE IP,3200 E LONGVIEW AVE; APT 21,LB221,BPD,NO REPORT
B17-00339,1/4/2017,5:41:56,January,Wednesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL; RM 7,LB409,BPD,NO REPORT
B17-00366,1/4/2017,13:14:29,January,Wednesday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B17-00375,1/4/2017,14:23:04,January,Wednesday,DISTURBANCE IP,1600 N WILLIS DR; LOT 109,LB513,BPD,NO REPORT
B17-00473,1/5/2017,11:31:35,January,Thursday,DISTURBANCE IP,3200 E LONGVIEW AVE,LB221,BPD,NO REPORT
B17-00646,1/7/2017,0:05:57,January,Saturday,DISTURBANCE IP,3422 N VALLEYVIEW DR,LB507,BPD,NO REPORT
B17-00655,1/7/2017,1:50:35,January,Saturday,DISTURBANCE IP,2613 E 3RD ST ; UTOPIA,LB222,BPD,NO REPORT
B17-00720,1/7/2017,17:39:02,January,Saturday,DISTURBANCE IP,221 E KIRKWOOD AVE; ESAN TAI,LB102,BPD,NO REPORT
B17-00731,1/7/2017,19:48:01,January,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 38A,LB336,BPD,NO REPORT
B17-00733,1/7/2017,20:04:49,January,Saturday,DISTURBANCE IP,721 S LINCOLN ST,LB314,BPD,NO REPORT
B17-00757,1/7/2017,23:41:58,January,Saturday,DISTURBANCE IP,3283 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT
B17-00768,1/8/2017,1:35:32,January,Sunday,DISTURBANCE IP,3012 S ACADIA CT,LB329,BPD,NO REPORT
B17-00786,1/8/2017,11:26:28,January,Sunday,DISTURBANCE IP,1521 S OLIVE ST,LB316,BPD,NO REPORT
B17-00906,1/9/2017,15:14:51,January,Monday,DISTURBANCE IP,2317 S ROCKPORT RD; APT C,LB423,BPD,NO REPORT
B17-00933,1/9/2017,19:10:10,January,Monday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-00981,1/10/2017,6:42:38,January,Tuesday,DISTURBANCE IP,1613 W 7TH ST,LB521,BPD,NO REPORT
B17-00996,1/10/2017,9:47:37,January,Tuesday,DISTURBANCE IP,2341 S WINSLOW CT,LB326,BPD,NO REPORT
B17-01108,1/11/2017,3:40:40,January,Wednesday,DISTURBANCE IP,2701 E 3RD ST,LB221,BPD,NO REPORT
B17-01175,1/11/2017,17:47:31,January,Wednesday,DISTURBANCE IP,2486 S WALNUT ST; PAPA JOHNS SOUTH,LB422,BPD,NO REPORT
B17-01178,1/11/2017,17:56:23,January,Wednesday,DISTURBANCE IP,819 W 1ST ST,LB409,BPD,NO REPORT
B17-01187,1/11/2017,19:28:51,January,Wednesday,DISTURBANCE IP,N WOODBURN AVE & W 17TH ST,LB512,BPD,NO REPORT
B17-01215,1/11/2017,23:43:55,January,Wednesday,DISTURBANCE IP,1113 S MADISON ST,LB412,BPD,NO REPORT
B17-01236,1/12/2017,3:10:53,January,Thursday,DISTURBANCE IP,N WALNUT ST & E 6TH ST,LB101,BPD,NO REPORT
B17-01237,1/12/2017,3:10:57,January,Thursday,DISTURBANCE IP,N WALNUT ST & E 6TH ST,LB101,BPD,NO REPORT
B17-01245,1/12/2017,7:01:17,January,Thursday,DISTURBANCE IP,2511 N KINSER PIKE,LB510,BPD,NO REPORT
B17-01297,1/12/2017,16:48:52,January,Thursday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-01363,1/13/2017,2:55:46,January,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B17-01366,1/13/2017,3:14:34,January,Friday,DISTURBANCE IP,320 S DUNN ST; BURNAM RENTALS,LB104,BPD,NO REPORT
B17-01370,1/13/2017,3:41:51,January,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B17-01373,1/13/2017,6:22:10,January,Friday,DISTURBANCE IP,12TH & ILLINOIS,LB517,BPD,NO REPORT
B17-01395,1/13/2017,11:14:48,January,Friday,DISTURBANCE IP,120 S KINGSTON DR; APT F64,LB221,BPD,NO REPORT
B17-01428,1/13/2017,15:40:45,January,Friday,DISTURBANCE IP,512 N COLLEGE AVE,LB101,BPD,NO REPORT
B17-01453,1/13/2017,18:56:34,January,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B172,LB336,BPD,NO REPORT
B17-01471,1/13/2017,21:30:18,January,Friday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B17-01507,1/14/2017,1:20:01,January,Saturday,DISTURBANCE IP,3900 E 3RD ST; OFFICE LOUNGE,LB307,BPD,NO REPORT
B17-01527,1/14/2017,8:41:47,January,Saturday,DISTURBANCE IP,1119 W 7TH ST,LB521,BPD,NO REPORT
B17-01537,1/14/2017,12:20:10,January,Saturday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-01543,1/14/2017,13:45:41,January,Saturday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B17-01585,1/14/2017,19:16:38,January,Saturday,DISTURBANCE IP,2036 N WALNUT ST,LB212,BPD,NO REPORT
B17-01625,1/15/2017,1:29:49,January,Sunday,DISTURBANCE IP,401 E 19TH ST,LB212,BPD,NO REPORT
B17-01638,1/15/2017,3:53:11,January,Sunday,DISTURBANCE IP,455 N COLLEGE AVE,LB101,BPD,NO REPORT
B17-01681,1/15/2017,18:50:10,January,Sunday,DISTURBANCE IP,2373 S BRANDON CT,LB326,BPD,NO REPORT
B17-01692,1/15/2017,21:47:15,January,Sunday,DISTURBANCE IP,703 W GOURLEY PIKE; apt 162,LB513,BPD,NO REPORT
B17-01693,1/15/2017,21:45:34,January,Sunday,DISTURBANCE IP,E 3RD ST & S PETE ELLIS DR,LB305,BPD,NO REPORT
B17-01702,1/15/2017,23:09:24,January,Sunday,DISTURBANCE IP,S COPPER BEECH WAY & W ALDER CT,LB415,BPD,NO REPORT
B17-01760,1/16/2017,13:45:40,January,Monday,DISTURBANCE IP,3477 W 3RD ST; PLANET FITNESS,LB403,BPD,NO REPORT
B17-01770,1/16/2017,14:57:21,January,Monday,DISTURBANCE IP,2100 N WALNUT ST; HAMPTON INN; RM 134,LB212,BPD,NO REPORT
B17-01794,1/16/2017,18:09:41,January,Monday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT
B17-01862,1/17/2017,10:25:48,January,Tuesday,DISTURBANCE IP,1493 W ALLEN ST,LB413,BPD,NO REPORT
B17-01991,1/18/2017,12:06:47,January,Wednesday,DISTURBANCE IP,520 S VILLAGE CT,LB402,BPD,NO REPORT
B17-02091,1/19/2017,2:06:56,January,Thursday,DISTURBANCE IP,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT
B17-02142,1/19/2017,14:32:35,January,Thursday,DISTURBANCE IP,S WALNUT ST & E 1ST ST,LB410,BPD,NO REPORT
B17-02157,1/19/2017,15:59:32,January,Thursday,DISTURBANCE IP,13TH & SUMMIT,LB517,BPD,NO REPORT
B17-02198,1/19/2017,22:36:48,January,Thursday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1605,LB424,BPD,NO REPORT
B17-02213,1/20/2017,2:04:18,January,Friday,DISTURBANCE IP,892 E MILLER DR,LB316,BPD,NO REPORT
B17-02248,1/20/2017,11:46:41,January,Friday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B17-02255,1/20/2017,13:02:01,January,Friday,DISTURBANCE IP,1705 S HUNTINGTON DR; APT 3,LB316,BPD,NO REPORT
B17-02312,1/20/2017,18:04:03,January,Friday,DISTURBANCE IP,4425 E CAMBRIDGE CT,LB219,BPD,NO REPORT
B17-02331,1/20/2017,19:40:04,January,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BLDG A 76,LB336,BPD,NO REPORT
B17-02348,1/20/2017,21:51:59,January,Friday,DISTURBANCE IP,2700 E ROGERS RD; SHERWOOD OAKS CHRISTIAN CHURCH,LB331,BPD,NO REPORT
B17-02357,1/20/2017,22:33:44,January,Friday,DISTURBANCE IP,302 E 6TH ST,LB102,BPD,NO REPORT
B17-02361,1/20/2017,22:41:32,January,Friday,DISTURBANCE IP,409 W 2ND ST,LB409,BPD,NO REPORT
B17-02370,1/21/2017,0:11:37,January,Saturday,DISTURBANCE IP,2611 N WALNUT ST; CAMPUS EDGE APARTMENTS;APT 12,LB511,BPD,NO REPORT
B17-02379,1/21/2017,0:47:02,January,Saturday,DISTURBANCE IP,2611 N WALNUT ST; CAMPUS EDGE APARTMENTS; APT 12,LB511,BPD,NO REPORT
B17-02384,1/21/2017,1:07:05,January,Saturday,DISTURBANCE IP,2407 E 7TH ST,LB222,BPD,NO REPORT
B17-02393,1/21/2017,2:42:31,January,Saturday,DISTURBANCE IP,301 E 20TH ST; APT 1,LB212,BPD,NO REPORT
B17-02411,1/21/2017,9:56:56,January,Saturday,DISTURBANCE IP,1600 N WILLIS DR; LOT 192,LB513,BPD,NO REPORT
B17-02431,1/21/2017,13:45:12,January,Saturday,DISTURBANCE IP,1400 W RCA PARK DR; RCA PARK PLAYGROUND; RCA COMMUNITY PARK,LB419,BPD,NO REPORT
B17-02451,1/21/2017,15:51:41,January,Saturday,DISTURBANCE IP,2327 S ROCKPORT RD,LB423,BPD,NO REPORT
B17-02466,1/21/2017,18:06:21,January,Saturday,DISTURBANCE IP,426 E MELROSE AVE,LB315,BPD,NO REPORT
B17-02486,1/21/2017,21:07:06,January,Saturday,DISTURBANCE IP,435 S WALNUT ST; BIG RED LIQUORS E 2ND ST,LB104,BPD,NO REPORT
B17-02519,1/22/2017,0:09:55,January,Sunday,DISTURBANCE IP,212 N MORTON ST,LB101,BPD,NO REPORT
B17-02530,1/22/2017,1:06:37,January,Sunday,DISTURBANCE IP,605 E UNIVERSITY ST,LB302,BPD,NO REPORT
B17-02554,1/22/2017,3:03:49,January,Sunday,DISTURBANCE IP,211 N WALNUT ST  STE 1; BTOWN DINER,LB101,BPD,NO REPORT
B17-02556,1/22/2017,3:10:30,January,Sunday,DISTURBANCE IP,222 N WALNUT ST; ROCKITS FAMOUS PIZZA,LB102,BPD,NO REPORT
B17-02574,1/22/2017,4:43:17,January,Sunday,DISTURBANCE IP,456 E VARSITY LN,LB212,BPD,NO REPORT
B17-02596,1/22/2017,13:29:03,January,Sunday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B17-02639,1/22/2017,21:54:27,January,Sunday,DISTURBANCE IP,204 E 4TH ST,LB104,BPD,NO REPORT
B17-02728,1/23/2017,17:34:41,January,Monday,DISTURBANCE IP,601 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-02903,1/25/2017,1:04:43,January,Wednesday,DISTURBANCE IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B17-02957,1/25/2017,16:21:21,January,Wednesday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-03032,1/26/2017,2:35:30,January,Thursday,DISTURBANCE IP,S SWAIN AVE & E HUNTER AVE,LB303,BPD,NO REPORT
B17-03034,1/26/2017,3:02:15,January,Thursday,DISTURBANCE IP,1409 E 2ND ST,LB303,BPD,NO REPORT
B17-03040,1/26/2017,4:44:54,January,Thursday,DISTURBANCE IP,N COLLEGE AVE & W 9TH ST,LB101,BPD,NO REPORT
B17-03064,1/26/2017,13:21:38,January,Thursday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-03120,1/26/2017,19:48:38,January,Thursday,DISTURBANCE IP,412 E 6TH ST; RUNCIBLE SPOON,LB102,BPD,NO REPORT
B17-03160,1/27/2017,0:38:43,January,Friday,DISTURBANCE IP,428 E 2ND ST,LB301,BPD,NO REPORT
B17-03174,1/27/2017,3:14:20,January,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B17-03178,1/27/2017,3:29:13,January,Friday,DISTURBANCE IP,222 N WALNUT ST; ROCKITS FAMOUS PIZZA,LB102,BPD,NO REPORT
B17-03181,1/27/2017,3:40:44,January,Friday,DISTURBANCE IP,2819 E 3RD ST; MCDONALDS EAST,LB221,BPD,NO REPORT
B17-03228,1/27/2017,15:01:01,January,Friday,DISTURBANCE IP,2420 S WINSLOW CT,LB326,BPD,NO REPORT
B17-03240,1/27/2017,16:11:32,January,Friday,DISTURBANCE IP,923 N MONROE ST,LB517,BPD,NO REPORT
B17-03288,1/27/2017,20:09:19,January,Friday,DISTURBANCE IP,1100 W KIRKWOOD AVE,LB521,BPD,NO REPORT
B17-03342,1/28/2017,2:02:08,January,Saturday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT
B17-03362,1/28/2017,9:22:18,January,Saturday,DISTURBANCE IP,2412 S BRITTANY LN,LB326,BPD,NO REPORT
B17-03451,1/29/2017,1:07:48,January,Sunday,DISTURBANCE IP,455 N COLLEGE AVE,LB101,BPD,NO REPORT
B17-03518,1/29/2017,20:24:24,January,Sunday,DISTURBANCE IP,3210 E JOHN HINKLE PL,LB221,BPD,NO REPORT
B17-03576,1/30/2017,12:50:20,January,Monday,DISTURBANCE IP,S WALNUT ST & E WYLIE ST,LB410,BPD,NO REPORT
B17-03611,1/30/2017,18:21:28,January,Monday,DISTURBANCE IP,221 W 2ND ST; WENDYS SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-03616,1/30/2017,19:11:35,January,Monday,DISTURBANCE IP,406 E 6TH ST,LB102,BPD,NO REPORT
B17-03636,1/30/2017,22:19:36,January,Monday,DISTURBANCE IP,E 10TH ST & E JOHN HINKLE PL,LB220,BPD,NO REPORT
B17-03671,1/31/2017,5:33:23,January,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B147,LB336,BPD,NO REPORT
B17-03702,1/31/2017,14:01:23,January,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-03746,1/31/2017,18:40:43,January,Tuesday,DISTURBANCE IP,350 S CURRY PIKE; MASTER CLEANING SERVICE,LB402,BPD,NO REPORT
B17-03749,1/31/2017,18:44:36,January,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-03755,1/31/2017,19:50:14,January,Tuesday,DISTURBANCE IP,110 S INDIANA AVE; STARBUCKS DOWNTOWN,LB104,BPD,NO REPORT
B17-03756,1/31/2017,19:49:03,January,Tuesday,DISTURBANCE IP,2850 E 3RD ST; DICKS SPORTING GOODS,LB305,BPD,NO REPORT
B17-03801,2/1/2017,5:23:54,February,Wednesday,DISTURBANCE IP,4332 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B17-03930,2/2/2017,7:18:51,February,Thursday,DISTURBANCE IP,1412 W 12TH ST,LB517,BPD,NO REPORT
B17-04022,2/2/2017,23:02:32,February,Thursday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT
B17-04078,2/3/2017,13:05:17,February,Friday,DISTURBANCE IP,1420 N ARLINGTON PARK DR; APT 401,LB514,BPD,NO REPORT
B17-04201,2/4/2017,8:21:59,February,Saturday,DISTURBANCE IP,1722 N WALNUT ST; ROOM 223  AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT
B17-04250,2/4/2017,18:33:07,February,Saturday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B17-04287,2/5/2017,2:23:12,February,Sunday,DISTURBANCE IP,105 S FRANKLIN RD; MARRIOTT,LB523,BPD,NO REPORT
B17-04288,2/5/2017,3:14:58,February,Sunday,DISTURBANCE IP,119 S PARK RIDGE RD; PAVILION PARK; APT 8,LB219,BPD,NO REPORT
B17-04302,2/5/2017,7:01:40,February,Sunday,DISTURBANCE IP,3211 E 10TH ST; TOWNHOUSES ON 10TH,LB216,BPD,NO REPORT
B17-04516,2/7/2017,9:49:30,February,Tuesday,DISTURBANCE IP,4338 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B17-04518,2/7/2017,10:03:00,February,Tuesday,DISTURBANCE IP,1890 S WALNUT ST; APT 2,LB421,BPD,NO REPORT
B17-04577,2/7/2017,17:18:26,February,Tuesday,DISTURBANCE IP,S HENDERSON ST & E HILLSIDE DR,LB314,BPD,NO REPORT
B17-04590,2/7/2017,18:27:07,February,Tuesday,DISTURBANCE IP,544 S LINCOLN ST; LINCOLN HILL APARTMENTS,LB301,BPD,NO REPORT
B17-04596,2/7/2017,18:55:59,February,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B100,LB336,BPD,NO REPORT
B17-04613,2/7/2017,21:42:58,February,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-04647,2/8/2017,0:48:46,February,Wednesday,DISTURBANCE IP,500 E GRAHAM PL; TIMBER RIDGE APARTMENTS; APT 481,LB327,BPD,NO REPORT
B17-04662,2/8/2017,4:25:45,February,Wednesday,DISTURBANCE IP,1348 N ARLINGTON PARK DR;APT 815,LB514,BPD,NO REPORT
B17-04677,2/8/2017,9:56:33,February,Wednesday,DISTURBANCE IP,2372 S WINSLOW CT,LB326,BPD,NO REPORT
B17-04687,2/8/2017,11:38:06,February,Wednesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-04693,2/8/2017,12:52:09,February,Wednesday,DISTURBANCE IP,418 N MAPLE ST,LB520,BPD,NO REPORT
B17-04699,2/8/2017,13:27:08,February,Wednesday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B17-04700,2/8/2017,13:43:11,February,Wednesday,DISTURBANCE IP,2368 S WINSLOW CT,LB326,BPD,NO REPORT
B17-04730,2/8/2017,17:36:02,February,Wednesday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GRIMES AND WALNUT,LB314,BPD,NO REPORT
B17-04797,2/9/2017,2:48:37,February,Thursday,DISTURBANCE IP,3702 W 3RD ST; TACO BELL WEST,LB524,BPD,NO REPORT
B17-04816,2/9/2017,9:15:19,February,Thursday,DISTURBANCE IP,1402 N WALNUT ST,LB212,BPD,NO REPORT
B17-04830,2/9/2017,13:08:57,February,Thursday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B17-04921,2/10/2017,4:20:26,February,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B17-04977,2/10/2017,16:24:08,February,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A 17,LB336,BPD,NO REPORT
B17-05021,2/10/2017,21:42:39,February,Friday,DISTURBANCE IP,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-05022,2/10/2017,21:47:22,February,Friday,DISTURBANCE IP,338 S WASHINGTON ST; MIDDLE WAY HOUSE,LB104,BPD,NO REPORT
B17-05039,2/10/2017,23:34:50,February,Friday,DISTURBANCE IP,4225 E STEPHENS DR,LB218,BPD,NO REPORT
B17-05053,2/11/2017,2:31:47,February,Saturday,DISTURBANCE IP,560 S BASSWOOD DR,LB415,BPD,NO REPORT
B17-05055,2/11/2017,2:36:49,February,Saturday,DISTURBANCE IP,2201 E 3RD ST; BLOOMINGTON FIRE STATION 4,LB222,BPD,NO REPORT
B17-05061,2/11/2017,4:03:48,February,Saturday,DISTURBANCE IP,601 N COLLEGE AVE; APT 203,LB519,BPD,NO REPORT
B17-05063,2/11/2017,5:09:45,February,Saturday,DISTURBANCE IP,1105 N ILLINOIS ST,LB517,BPD,NO REPORT
B17-05071,2/11/2017,9:25:39,February,Saturday,DISTURBANCE IP,111 N ROGERS ST; SALVATION ARMY; U:,LB520,BPD,NO REPORT
