Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B17-40059,09-29-17,08:10,September,Friday,DISTURBANCE IP,2340 S WINSLOW CT,LB326,BPD,NO REPORT
B17-40035,09-29-17,00:15,September,Friday,DISTURBANCE IP,2800 W KELLIS WAY,LB415,BPD,NO REPORT
B17-40030,09-29-17,00:03,September,Friday,DISTURBANCE IP,1222 N ARLINGTON PARK DR; APT 110,LB514,BPD,NO REPORT
B17-39990,09-28-17,20:45,September,Thursday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-39979,09-28-17,19:33,September,Thursday,DISTURBANCE IP,1511 S HUNTINGTON DR,LB316,BPD,NO REPORT
B17-39969,09-28-17,18:09,September,Thursday,DISTURBANCE IP,520 S VILLAGE CT,LB402,BPD,NO REPORT
B17-39956,09-28-17,17:01,September,Thursday,DISTURBANCE IP,2437 S WALNUT STREET PIKE; LAUNDRYWORKS SOUTH,LB327,BPD,NO REPORT
B17-39948,09-28-17,15:58,September,Thursday,DISTURBANCE IP,111 N ROGERS ST; SALVATION ARMY,LB520,BPD,NO REPORT
B17-39945,09-28-17,15:41,September,Thursday,DISTURBANCE IP,N ILLINOIS ST & W 11TH ST,LB517,BPD,NO REPORT
B17-39935,09-28-17,14:35,September,Thursday,DISTURBANCE IP,1466 N ARLINGTON PARK DR; APT 603,LB514,BPD,NO REPORT
B17-39889,09-28-17,05:59,September,Thursday,DISTURBANCE IP,617 W MARBLE LN; APT C,LB513,BPD,NO REPORT
B17-39774,09-27-17,15:17,September,Wednesday,DISTURBANCE IP,S LINCOLN ST & E SMITH AVE,LB104,BPD,NO REPORT
B17-39772,09-27-17,15:10,September,Wednesday,DISTURBANCE IP,500 E GRAHAM PL; TIMBER RIDGE APARTMENTS,LB327,BPD,NO REPORT
B17-39762,09-27-17,14:01,September,Wednesday,DISTURBANCE IP,2770 S ADAMS ST; APT 121; MONROE HOUSE,LB425,BPD,NO REPORT
B17-39760,09-27-17,13:33,September,Wednesday,DISTURBANCE IP,621 W 17TH ST; 17TH STREET COIN LAUNDRY,LB518,BPD,NO REPORT
B17-39695,09-26-17,23:09,September,Tuesday,DISTURBANCE IP,921 S BASSWOOD CIR,LB415,BPD,NO REPORT
B17-39692,09-26-17,22:36,September,Tuesday,DISTURBANCE IP,2510 W 3RD ST; STEVES PLACE POOL AND PUB,LB523,BPD,NO REPORT
B17-39572,09-26-17,02:15,September,Tuesday,DISTURBANCE IP,4063 W GRAND AVE,LMN09,BPD,NO REPORT
B17-39545,09-25-17,21:03,September,Monday,DISTURBANCE IP,W DODDS ST & B-LINE TRAIL,LB411,BPD,NO REPORT
B17-39530,09-25-17,19:15,September,Monday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-39415,09-25-17,03:53,September,Monday,DISTURBANCE IP,444 E 3RD ST; APT 310,LB104,BPD,NO REPORT
B17-39393,09-24-17,23:10,September,Sunday,DISTURBANCE IP,343 E WINSLOW RD; WINSLOW LAUNDROMAT,LB326,BPD,REPORT
B17-39333,09-24-17,13:24,September,Sunday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,REPORT
B17-39281,09-24-17,04:58,September,Sunday,DISTURBANCE IP,1122 W 11TH ST; OUR WAY C STORE,LB517,BPD,NO REPORT
B17-39278,09-24-17,04:22,September,Sunday,DISTURBANCE IP,508 S BASSWOOD DR; APT D,LB404,BPD,NO REPORT
B17-39265,09-24-17,02:19,September,Sunday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B17-39258,09-24-17,01:38,September,Sunday,DISTURBANCE IP,416 E 17TH ST; EASTSIDE APARTMENTS,LB213,BPD,NO REPORT
B17-39200,09-23-17,20:10,September,Saturday,DISTURBANCE IP,420 E KIRKWOOD AVE; CHIPOTLE MEXICAN GRILL KIRKWOOD,LB104,BPD,NO REPORT
B17-39176,09-23-17,17:32,September,Saturday,DISTURBANCE IP,919 S ROGERS ST; FRIENDS PLACE,LB412,BPD,NO REPORT
B17-39161,09-23-17,15:48,September,Saturday,DISTURBANCE IP,716 W CHAMBERS DR,LB420,BPD,NO REPORT
B17-39108,09-23-17,07:33,September,Saturday,DISTURBANCE IP,3211 E MOORES PIKE; APT 226 REDBUD HILLS RETIREMENT CENTER,LB310,BPD,NO REPORT
B17-39087,09-23-17,01:55,September,Saturday,DISTURBANCE IP,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT
B17-39082,09-23-17,01:10,September,Saturday,DISTURBANCE IP,405 S WALNUT ST; URBAN STATION,LB104,BPD,NO REPORT
B17-39075,09-23-17,00:24,September,Saturday,DISTURBANCE IP,520 S RONSON ST; APT 6104,LB406,BPD,NO REPORT
B17-39062,09-22-17,22:44,September,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B17-39054,09-22-17,21:58,September,Friday,DISTURBANCE IP,310 W 17TH ST,LB512,BPD,NO REPORT
B17-39041,09-22-17,20:13,September,Friday,DISTURBANCE IP,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT
B17-39037,09-22-17,19:55,September,Friday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT
B17-39027,09-22-17,18:40,September,Friday,DISTURBANCE IP,1360 N ARLINGTON PARK DR; APT 307,LB514,BPD,NO REPORT
B17-39012,09-22-17,17:37,September,Friday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 708,LB424,BPD,REPORT
B17-39004,09-22-17,16:57,September,Friday,DISTURBANCE IP,3929 W ROLL AVE,LB416,BPD,NO REPORT
B17-38993,09-22-17,15:33,September,Friday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,REPORT
B17-38980,09-22-17,14:09,September,Friday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B17-38876,09-21-17,21:37,September,Thursday,DISTURBANCE IP,2439 S WINSLOW CT,LB326,BPD,NO REPORT
B17-38825,09-21-17,14:28,September,Thursday,DISTURBANCE IP,1305 W BLOOMFIELD RD ; COUNTRY MART,LB406,BPD,NO REPORT
B17-38756,09-21-17,04:22,September,Thursday,DISTURBANCE IP,1890 S WALNUT ST; APT 13,LB421,BPD,NO REPORT
B17-38744,09-21-17,01:16,September,Thursday,DISTURBANCE IP,N COLLEGE AVE & W 7TH ST,LB101,BPD,NO REPORT
B17-38704,09-20-17,22:13,September,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1301,LB424,BPD,NO REPORT
B17-38676,09-20-17,18:31,September,Wednesday,DISTURBANCE IP,2208 E NORTH ST,LMS02,BPD,NO REPORT
B17-38620,09-20-17,09:42,September,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1605,LB424,BPD,NO REPORT
B17-38619,09-20-17,09:39,September,Wednesday,DISTURBANCE IP,1312 S HEARTHSTONE CT,LB308,BPD,NO REPORT
B17-38586,09-20-17,03:03,September,Wednesday,DISTURBANCE IP,892 E MILLER DR,LB316,BPD,NO REPORT
B17-38572,09-20-17,00:49,September,Wednesday,DISTURBANCE IP,892 E MILLER DR,LB316,BPD,REPORT
B17-38573,09-20-17,00:48,September,Wednesday,DISTURBANCE IP,1722 N WALNUT ST; RM 225,LB212,BPD,NO REPORT
B17-38569,09-20-17,00:33,September,Wednesday,DISTURBANCE IP,1501 S MADISON ST; APT 6,LB420,BPD,NO REPORT
B17-38566,09-20-17,00:14,September,Wednesday,DISTURBANCE IP,892 E MILLER DR,LB316,BPD,NO REPORT
B17-38529,09-19-17,18:57,September,Tuesday,DISTURBANCE IP,1031 N ORRIS DR,LB518,BPD,NO REPORT
B17-38513,09-19-17,17:19,September,Tuesday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B17-38491,09-19-17,14:50,September,Tuesday,DISTURBANCE IP,1007 N SUMMIT ST; HOUSING AUTHORITY,LB517,BPD,NO REPORT
B17-38470,09-19-17,12:41,September,Tuesday,DISTURBANCE IP,621 N WALNUT ST,LB519,BPD,NO REPORT
B17-38439,09-19-17,09:12,September,Tuesday,DISTURBANCE IP,135 N GATES DR; STATE FARM,LB524,BPD,NO REPORT
B17-38410,09-18-17,23:40,September,Monday,DISTURBANCE IP,1710 N KINSER PIKE; HOLIDAY INN BLOOMINGTON,LB512,BPD,REPORT
B17-38407,09-18-17,22:59,September,Monday,DISTURBANCE IP,411 E SOUTHERN DR; APT 7,LB315,BPD,NO REPORT
B17-38385,09-18-17,20:57,September,Monday,DISTURBANCE IP,1410 W 12TH ST,LB517,BPD,NO REPORT
B17-38383,09-18-17,20:48,September,Monday,DISTURBANCE IP,919 S ROGERS ST; FRIENDS PLACE,LB412,BPD,NO REPORT
B17-38347,09-18-17,16:26,September,Monday,DISTURBANCE IP,1600 N WILLIS DR; LOT 1,LB513,BPD,NO REPORT
B17-38307,09-18-17,10:35,September,Monday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-38261,09-17-17,22:47,September,Sunday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,REPORT
B17-38246,09-17-17,21:07,September,Sunday,DISTURBANCE IP,3300 S ODELL DR; APT 6,LB336,BPD,REPORT
B17-38234,09-17-17,20:03,September,Sunday,DISTURBANCE IP,621 W 17TH ST; 17TH ST COIN LAUNDRY,LB518,BPD,NO REPORT
B17-38179,09-17-17,08:59,September,Sunday,DISTURBANCE IP,N FAIRVIEW ST & W 10TH ST,LB520,BPD,REPORT
B17-38162,09-17-17,03:39,September,Sunday,DISTURBANCE IP,100 E COTTAGE GROVE AVE,LB213,BPD,NO REPORT
B17-38155,09-17-17,01:48,September,Sunday,DISTURBANCE IP,N LINCOLN ST & E 18TH ST,LB212,BPD,NO REPORT
B17-38134,09-16-17,23:43,September,Saturday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,REPORT
B17-38133,09-16-17,23:35,September,Saturday,DISTURBANCE IP,2602 N KINSER PIKE; SKATE PARK AT UPPER CASCADES,LB511,BPD,NO REPORT
B17-38098,09-16-17,19:03,September,Saturday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GAS GRIMES AND WALNUT,LB314,BPD,NO REPORT
B17-38066,09-16-17,15:20,September,Saturday,DISTURBANCE IP,312 E 3RD ST; LAUNDRYWORKS NORTH,LB104,BPD,NO REPORT
B17-38029,09-16-17,09:24,September,Saturday,DISTURBANCE IP,504 S MULLER PKWY; APT 409,LB404,BPD,NO REPORT
B17-38012,09-16-17,04:50,September,Saturday,DISTURBANCE IP,709 S WALNUT ST,LB301,BPD,NO REPORT
B17-37987,09-16-17,00:45,September,Saturday,DISTURBANCE IP,1600 S PECAN LN,LB417,BPD,NO REPORT
B17-37938,09-15-17,19:34,September,Friday,DISTURBANCE IP,914 N LINDBERGH DR,LB517,BPD,NO REPORT
B17-37906,09-15-17,15:31,September,Friday,DISTURBANCE IP,1267 E MARIGOLD RD,LMS02,BPD,NO REPORT
B17-37756,09-14-17,17:44,September,Thursday,DISTURBANCE IP,1350 W BLOOMFIELD RD; BUFFALO WILD WINGS,LB406,BPD,REPORT
B17-37742,09-14-17,16:29,September,Thursday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-37692,09-14-17,10:01,September,Thursday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,REPORT
B17-37691,09-14-17,09:57,September,Thursday,DISTURBANCE IP,1020 W 7TH ST,LB520,BPD,NO REPORT
B17-37587,09-13-17,18:10,September,Wednesday,DISTURBANCE IP,1420 N ARLINGTON PARK DR,LB514,BPD,REPORT
B17-37562,09-13-17,16:22,September,Wednesday,DISTURBANCE IP,808 N COLLEGE AVE; SCHOLARS INN BED AND BREAKFAST,LB519,BPD,NO REPORT
B17-37548,09-13-17,15:06,September,Wednesday,DISTURBANCE IP,345 S COLLEGE AVE; MIDTOWN LOFTS,LB103,BPD,NO REPORT
B17-37534,09-13-17,13:45,September,Wednesday,DISTURBANCE IP,532 S WALNUT ST; ACE PAWN SHOP SOUTH,LB410,BPD,REPORT
B17-37532,09-13-17,13:06,September,Wednesday,DISTURBANCE IP,4104 W APPLE TREE CT,LB401,BPD,REPORT
B17-37523,09-13-17,12:24,September,Wednesday,DISTURBANCE IP,1412 W ILLINOIS CT,LB517,BPD,NO REPORT
B17-37505,09-13-17,09:35,September,Wednesday,DISTURBANCE IP,4104 W APPLE TREE CT,LB401,BPD,NO REPORT
B17-37482,09-13-17,03:33,September,Wednesday,DISTURBANCE IP,1600 E HILLSIDE DR,LB317,BPD,NO REPORT
B17-37481,09-13-17,03:18,September,Wednesday,DISTURBANCE IP,1202 N LINCOLN ST; APT 2,LB213,BPD,REPORT
B17-37455,09-12-17,23:40,September,Tuesday,DISTURBANCE IP,1112 N LINDBERGH DR,LB517,BPD,NO REPORT
B17-37442,09-12-17,22:40,September,Tuesday,DISTURBANCE IP,823 N MAPLE ST,LB518,BPD,REPORT
B17-37421,09-12-17,20:14,September,Tuesday,DISTURBANCE IP,441 E SOUTHERN DR,LB315,BPD,NO REPORT
B17-37409,09-12-17,18:52,September,Tuesday,DISTURBANCE IP,526 S WASHINGTON ST,LB301,BPD,NO REPORT
B17-37404,09-12-17,18:21,September,Tuesday,DISTURBANCE IP,307 E 19TH ST,LB212,BPD,REPORT
B17-37282,09-11-17,22:11,September,Monday,DISTURBANCE IP,1428 E 3RD ST; MOTHER BEARS PIZZA DOWNTOWN,LB303,BPD,NO REPORT
B17-37262,09-11-17,19:07,September,Monday,DISTURBANCE IP,930 W 17TH ST; WESTERN SKATELAND,LB513,BPD,NO REPORT
B17-37179,09-11-17,10:36,September,Monday,DISTURBANCE IP,624 S ROGERS ST,LB409,BPD,NO REPORT
B17-37109,09-10-17,22:10,September,Sunday,DISTURBANCE IP,1419 W 8TH ST,LB521,BPD,NO REPORT
B17-37070,09-10-17,17:51,September,Sunday,DISTURBANCE IP,1308 W 11TH ST,LB517,BPD,NO REPORT
B17-37008,09-10-17,09:27,September,Sunday,DISTURBANCE IP,1222 N ARLINGTON PARK DR; APT 113,LB514,BPD,NO REPORT
B17-36994,09-10-17,04:03,September,Sunday,DISTURBANCE IP,602 N MORTON ST; APT 403,LB519,BPD,NO REPORT
B17-36984,09-10-17,02:22,September,Sunday,DISTURBANCE IP,300 E STATE ROAD 45 46 BYPASS,LB212,BPD,NO REPORT
B17-36975,09-10-17,01:30,September,Sunday,DISTURBANCE IP,3335 S ACADIA CT,LB329,BPD,REPORT
B17-36951,09-09-17,23:19,September,Saturday,DISTURBANCE IP,N LINCOLN ST & E 17TH ST,LB212,BPD,NO REPORT
B17-36918,09-09-17,20:25,September,Saturday,DISTURBANCE IP,1005 W 7TH ST,LB520,BPD,REPORT
B17-36905,09-09-17,18:27,September,Saturday,DISTURBANCE IP,3261 S WALNUT SPRINGS DR; THE CROSSINGS,LB336,BPD,NO REPORT
B17-36885,09-09-17,15:42,September,Saturday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; ROOM 139,LB212,BPD,NO REPORT
B17-36844,09-09-17,11:01,September,Saturday,DISTURBANCE IP,809 S HENDERSON ST; APT 3; EDWARD BUILDING,LB302,BPD,NO REPORT
B17-36821,09-09-17,06:06,September,Saturday,DISTURBANCE IP,750 S WALKER ST ; LOT 30,LB409,BPD,NO REPORT
B17-36806,09-09-17,03:04,September,Saturday,DISTURBANCE IP,2160 N WALNUT ST; DENNYS,LB212,BPD,NO REPORT
B17-36753,09-08-17,21:59,September,Friday,DISTURBANCE IP,1035 W 12TH ST,LB518,BPD,NO REPORT
B17-36752,09-08-17,21:55,September,Friday,DISTURBANCE IP,E 3RD ST & S SMITH RD,LB306,BPD,NO REPORT
B17-36748,09-08-17,21:34,September,Friday,DISTURBANCE IP,520 S BASSWOOD DR,LB404,BPD,NO REPORT
B17-36736,09-08-17,20:17,September,Friday,DISTURBANCE IP,S WALNUT ST & E 2ND ST,LB103,BPD,NO REPORT
B17-36729,09-08-17,19:54,September,Friday,DISTURBANCE IP,1705 N KINSER PIKE; MARATHON GAS STATION N KINSER PIKE,LB513,BPD,REPORT
B17-36725,09-08-17,19:16,September,Friday,DISTURBANCE IP,2701 E 3RD ST; CVS PHARMACY EAST 3RD ST; CVS,LB221,BPD,NO REPORT
B17-36718,09-08-17,18:41,September,Friday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-36711,09-08-17,17:30,September,Friday,DISTURBANCE IP,106 W 6TH ST;GRAZIE,LB101,BPD,NO REPORT
B17-36657,09-08-17,11:45,September,Friday,DISTURBANCE IP,1965 S WALNUT ST; BLOOMINGTON HIGH SCHOOL SOUTH,LB327,BPD,REPORT
B17-36644,09-08-17,10:08,September,Friday,DISTURBANCE IP,2313 S BRANDON CT,LB326,BPD,NO REPORT
B17-36612,09-08-17,01:52,September,Friday,DISTURBANCE IP,1211 W 12TH ST,LB517,BPD,NO REPORT
B17-36606,09-08-17,00:26,September,Friday,DISTURBANCE IP,430 E KIRKWOOD AVE; DUNNKIRK SQUARE,LB104,BPD,NO REPORT
B17-36567,09-07-17,19:19,September,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BUILDING A,LB336,BPD,NO REPORT
B17-36529,09-07-17,13:46,September,Thursday,DISTURBANCE IP,1600 N WILLIS DR; LOT 262,LB513,BPD,NO REPORT
B17-36497,09-07-17,09:09,September,Thursday,DISTURBANCE IP,1412 W ILLINOIS CT,LB517,BPD,NO REPORT
B17-36474,09-07-17,00:32,September,Thursday,DISTURBANCE IP,3105 E STRATUM WAY ; 3RD FLOOR   APT #24,LB310,BPD,NO REPORT
B17-36468,09-06-17,23:34,September,Wednesday,DISTURBANCE IP,2429 S WINSLOW CT,LB326,BPD,NO REPORT
B17-36428,09-06-17,17:38,September,Wednesday,DISTURBANCE IP,N WASHINGTON ST & E 7TH ST,LB102,BPD,NO REPORT
B17-36411,09-06-17,15:33,September,Wednesday,DISTURBANCE IP,3170 S WALNUT ST; SWS TOWING,LB433,BPD,NO REPORT
B17-36293,09-05-17,22:39,September,Tuesday,DISTURBANCE IP,2308 S ROGERS ST,LB423,BPD,REPORT
B17-36257,09-05-17,20:04,September,Tuesday,DISTURBANCE IP,548 S BASSWOOD DR; APT M,LB404,BPD,NO REPORT
B17-36188,09-05-17,11:52,September,Tuesday,DISTURBANCE IP,2307 E 2ND ST; BART VILLA APARTMENTS 4; APT 27,LB304,BPD,NO REPORT
B17-36054,09-04-17,16:06,September,Monday,DISTURBANCE IP,720 S WESTWOOD DR,LB402,BPD,REPORT
B17-36016,09-04-17,11:37,September,Monday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT
B17-35960,09-03-17,23:01,September,Sunday,DISTURBANCE IP,1303 S FENBROOK LN,LB309,BPD,REPORT
B17-35953,09-03-17,22:27,September,Sunday,DISTURBANCE IP,3021 E 3RD ST; SPEEDWAY EAST,LB221,BPD,NO REPORT
B17-35912,09-03-17,16:54,September,Sunday,DISTURBANCE IP,2560 E 3RD ST; NOODLES AND COMPANY EAST,LB304,BPD,NO REPORT
B17-35897,09-03-17,14:46,September,Sunday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT
B17-35845,09-03-17,04:08,September,Sunday,DISTURBANCE IP,N COLLEGE AVE & W 10TH ST,LB101,BPD,NO REPORT
B17-35780,09-02-17,19:56,September,Saturday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT
B17-35778,09-02-17,19:52,September,Saturday,DISTURBANCE IP,2226 S ROGERS ST;DOROTHY APARTMENTS,LB423,BPD,NO REPORT
B17-35756,09-02-17,17:29,September,Saturday,DISTURBANCE IP,430 S WASHINGTON ST; GOLD CASTERS,LB104,BPD,NO REPORT
B17-35736,09-02-17,14:40,September,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B17-35735,09-02-17,14:16,September,Saturday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,REPORT
B17-35705,09-02-17,10:00,September,Saturday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B17-35680,09-02-17,02:19,September,Saturday,DISTURBANCE IP,917 W 6TH ST,LB520,BPD,NO REPORT
B17-35667,09-02-17,00:16,September,Saturday,DISTURBANCE IP,2100 N WALNUT ST; HAMPTON INN,LB212,BPD,REPORT
B17-35656,09-01-17,22:46,September,Friday,DISTURBANCE IP,302 N WALNUT ST; SCOTTYS BREWHOUSE,LB102,BPD,NO REPORT
B17-35638,09-01-17,20:06,September,Friday,DISTURBANCE IP,3600 N PROW RD; BLOOMINGTON MEADOWS HOSPITAL,LB503,BPD,NO REPORT
B17-35632,09-01-17,19:16,September,Friday,DISTURBANCE IP,3287 W 3RD ST; GAME WORLD,LB403,BPD,NO REPORT
B17-35603,09-01-17,16:06,September,Friday,DISTURBANCE IP,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,BPD,NO REPORT
B17-35570,09-01-17,11:32,September,Friday,DISTURBANCE IP,3300 S ODELL DR; APT 8,LB336,BPD,NO REPORT
B17-35566,09-01-17,10:11,September,Friday,DISTURBANCE IP,3750 W 3RD ST; BURGER KING WEST,LB524,BPD,NO REPORT
B17-35530,09-01-17,03:12,September,Friday,DISTURBANCE IP,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,NO REPORT
B17-35523,09-01-17,02:29,September,Friday,DISTURBANCE IP,116 S INDIANA AVE,LB104,BPD,NO REPORT
B17-35516,09-01-17,01:37,September,Friday,DISTURBANCE IP,211 E 6TH ST,LB102,BPD,NO REPORT
B17-35513,09-01-17,01:14,September,Friday,DISTURBANCE IP,211 E 6TH ST,LB102,BPD,NO REPORT
B17-35353,08-31-17,07:22,August,Thursday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT
B17-35337,08-31-17,01:40,August,Thursday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT
B17-35330,08-31-17,00:28,August,Thursday,DISTURBANCE IP,3333 S ACADIA CT,LB329,BPD,NO REPORT
B17-35329,08-31-17,00:25,August,Thursday,DISTURBANCE IP,2615 E 3RD ST; BLOOMINGTON TRAVELODGE,LB221,BPD,NO REPORT
B17-35300,08-30-17,17:55,August,Wednesday,DISTURBANCE IP,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-35253,08-30-17,13:34,August,Wednesday,DISTURBANCE IP,S WALNUT ST & E RHORER RD,LB434,BPD,REPORT
B17-35243,08-30-17,12:22,August,Wednesday,DISTURBANCE IP,S WALNUT ST & E GRIMES LN,LB314,BPD,REPORT
B17-35212,08-30-17,09:39,August,Wednesday,DISTURBANCE IP,B-LINE TRAIL,LB411,BPD,NO REPORT
B17-35159,08-29-17,22:18,August,Tuesday,DISTURBANCE IP,411 E SOUTHERN DR; SOUTHERN VALLEY APARTMENTS; APT 9,LB315,BPD,NO REPORT
B17-35150,08-29-17,21:04,August,Tuesday,DISTURBANCE IP,2504 S ROGERS ST,LB423,BPD,NO REPORT
B17-35149,08-29-17,21:01,August,Tuesday,DISTURBANCE IP,310 E 20TH ST; STADIUM VIEW II APT # 3,LB212,BPD,NO REPORT
B17-35132,08-29-17,19:05,August,Tuesday,DISTURBANCE IP,S LINCOLN ST & E 4TH ST,LB104,BPD,NO REPORT
B17-35127,08-29-17,18:36,August,Tuesday,DISTURBANCE IP,910 N LINDBERGH DR,LB517,BPD,NO REPORT
B17-34947,08-28-17,19:56,August,Monday,DISTURBANCE IP,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT
B17-34946,08-28-17,19:48,August,Monday,DISTURBANCE IP,1022 S GRANT ST,LB314,BPD,NO REPORT
B17-34883,08-28-17,13:03,August,Monday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT
B17-34828,08-28-17,02:55,August,Monday,DISTURBANCE IP,212 N MORTON ST,LB101,BPD,NO REPORT
B17-34827,08-28-17,02:48,August,Monday,DISTURBANCE IP,3132 E COVENANTER DR,LB310,BPD,NO REPORT
B17-34826,08-28-17,02:40,August,Monday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B17-34788,08-27-17,20:57,August,Sunday,DISTURBANCE IP,2413 S WINSLOW CT,LB326,BPD,NO REPORT
B17-34769,08-27-17,18:11,August,Sunday,DISTURBANCE IP,S LINCOLN ST & E DAVIS ST,LB314,BPD,NO REPORT
