Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B18-13966,04-09-18,12:39,April,Monday,VANDALISM IP,1201 W ALLEN ST; APT 36,LB413,BPD,NO REPORT
B18-13968,04-09-18,12:45,April,Monday,DISTURBANCE IP,924 N LINDBERGH DR,LB517,BPD,REPORT
B18-13980,04-09-18,15:05,April,Monday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B18-14018,04-09-18,21:10,April,Monday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-14021,04-09-18,21:41,April,Monday,NOISE,3100 S WALNUT STREET PIKE; APT B115,LB336,BPD,NO REPORT
B18-14035,04-09-18,21:59,April,Monday,NOISE,3261 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT
B18-14029,04-09-18,22:28,April,Monday,NOISE,532 S BASSWOOD DR; APT C,LB404,BPD,NO REPORT
B18-14030,04-09-18,22:34,April,Monday,DISTURBANCE IP,552 S BASSWOOD DR; APT A,LB404,BPD,NO REPORT
B18-14031,04-09-18,22:36,April,Monday,NOISE,3100 S WALNUT STREET PIKE; APT A17,LB336,BPD,NO REPORT
B18-14032,04-09-18,22:40,April,Monday,VANDALISM NP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,REPORT
B18-14034,04-09-18,22:52,April,Monday,NOISE,3100 S WALNUT STREET PIKE; APT A64,LB336,BPD,NO REPORT
B18-14051,04-10-18,00:18,April,Tuesday,NOISE,1405 W 6TH ST,LB521,BPD,NO REPORT
B18-14059,04-10-18,01:24,April,Tuesday,NOISE,525 S PATTERSON DR; BUILDING 2,LB406,BPD,NO REPORT
B18-14070,04-10-18,03:48,April,Tuesday,NOISE,1405 W 6TH ST,LB521,BPD,NO REPORT
B18-14069,04-10-18,03:49,April,Tuesday,DISTURBANCE IP,2601 S WALNUT ST; MARATHON GAS STATION WINSLOW,LB328,BPD,REPORT
B18-14096,04-10-18,11:05,April,Tuesday,NOISE,3100 S WALNUT STREET PIKE; APT B113,LB336,BPD,NO REPORT
B18-14093,04-10-18,11:06,April,Tuesday,PANHANDLING,W JACOB DR & S GATES DR,LB524,BPD,NO REPORT
B18-14098,04-10-18,11:33,April,Tuesday,DISTURBANCE IP,2901 W JULIES WAY; bradford ridge,LB415,BPD,NO REPORT
B18-14126,04-10-18,15:22,April,Tuesday,DISTURBANCE IP,2700 E 3RD ST; CIRCLE K,LB221,BPD,NO REPORT
B18-14144,04-10-18,17:18,April,Tuesday,DISTURBANCE IP,1104 S SUGAR MAPLE CT,LB401,BPD,NO REPORT
B18-14146,04-10-18,17:27,April,Tuesday,VANDALISM IP,3100 S WALNUT STREET PIKE; A63,LB336,BPD,NO REPORT
B18-14151,04-10-18,17:44,April,Tuesday,VANDALISM IP,3100 S WALNUT STREET PIKE; APT A63,LB336,BPD,REPORT
B18-14154,04-10-18,18:12,April,Tuesday,DISTURBANCE IP,713 W 17TH ST; HOOSIER LIQUORS,LB518,BPD,NO REPORT
B18-14159,04-10-18,19:12,April,Tuesday,DRUNK,350 S LIBERTY DR,LB403,BPD,NO REPORT
B18-14160,04-10-18,19:17,April,Tuesday,DRUNK,S HIGH ST & E MOORES PIKE,LB311,BPD,NO REPORT
B18-14167,04-10-18,19:48,April,Tuesday,DISTURBANCE IP,1122 W 11TH ST; OUR WAY C STORE,LB517,BPD,NO REPORT
B18-14189,04-10-18,22:37,April,Tuesday,NOISE,403 S WALNUT ST; URBAN STATION,LB104,BPD,NO REPORT
B18-14186,04-10-18,22:40,April,Tuesday,DISTURBANCE IP,2326 S WINSLOW CT,LB326,BPD,REPORT
B18-14200,04-10-18,23:39,April,Tuesday,NOISE,405 S WALNUT ST,LB104,BPD,NO REPORT
B18-14199,04-10-18,23:50,April,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 129,LB336,BPD,NO REPORT
B18-14204,04-11-18,00:32,April,Wednesday,DRUNK,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B18-14207,04-11-18,00:53,April,Wednesday,DISTURBANCE IP,2601 S WALNUT STREET PIKE,LB328,BPD,NO REPORT
B18-14223,04-11-18,05:11,April,Wednesday,NOISE,3100 S WALNUT STREET PIKE; APT B129,LB336,BPD,NO REPORT
B18-14236,04-11-18,09:59,April,Wednesday,VANDALISM NP,931 S PERSIMMON TREE CIR,LB401,BPD,NO REPORT
B18-14237,04-11-18,10:15,April,Wednesday,DISTURBANCE IP,522 W 2ND ST; ANDERSON MEDICAL,LB409,BPD,NO REPORT
B18-14239,04-11-18,10:57,April,Wednesday,DRUNK,2650 S WALNUT ST; CVS PHARMACY SOUTH,LB433,BPD,NO REPORT
B18-14248,04-11-18,12:06,April,Wednesday,NOISE,2640 E COVENANTER CT; 220 E 3RD ST; BPD LOBBY,LB310,BPD,NO REPORT
B18-14279,04-11-18,15:19,April,Wednesday,PANHANDLING,3021 E 3RD ST; SPEEDWAY EAST,LB221,BPD,NO REPORT
B18-14289,04-11-18,16:12,April,Wednesday,DISTURBANCE IP,1305 W BLOOMFIELD RD,LB406,BPD,NO REPORT
B18-14295,04-11-18,17:05,April,Wednesday,DISTURBANCE IP,S BRYAN ST & W COOLIDGE DR,LB423,BPD,REPORT
B18-14331,04-11-18,21:57,April,Wednesday,NOISE,1739 N WASHINGTON ST; THE HAMPTONS APARTMENTS,LB212,BPD,NO REPORT
B18-14335,04-11-18,22:13,April,Wednesday,NOISE,525 S PATTERSON DR; THE DILLON,LB406,BPD,NO REPORT
B18-14346,04-11-18,23:37,April,Wednesday,NOISE,3100 S WALNUT STREET PIKE; APT B121,LB336,BPD,NO REPORT
B18-14348,04-11-18,23:45,April,Wednesday,NOISE,622 E MOSS CREEK CT,LB326,BPD,NO REPORT
B18-14359,04-12-18,01:05,April,Thursday,NOISE,512 S MULLER PKWY; APT 1217 OR 1219,LB404,BPD,NO REPORT
B18-14361,04-12-18,01:38,April,Thursday,DISTURBANCE IP,502 W NORTHLANE DR,LB513,BPD,REPORT
B18-14368,04-12-18,04:10,April,Thursday,DISTURBANCE IP,2301 S BURBERRY LN,LB326,BPD,NO REPORT
B18-14373,04-12-18,06:48,April,Thursday,VANDALISM NP,111 S LINCOLN ST,LB104,BPD,REPORT
B18-14385,04-12-18,08:58,April,Thursday,VANDALISM NP,1215 S GRANT ST,LB314,BPD,REPORT
B18-14393,04-12-18,09:46,April,Thursday,VANDALISM NP,408 E WYLIE ST,LB301,BPD,REPORT
B18-14394,04-12-18,09:55,April,Thursday,DRUNK,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,REPORT
B18-14401,04-12-18,11:51,April,Thursday,NOISE,504 S BASSWOOD DR; APT D,LB404,BPD,NO REPORT
B18-14405,04-12-18,12:03,April,Thursday,NOISE,1450 N WILLIS DR,LB513,BPD,NO REPORT
B18-14409,04-12-18,12:23,April,Thursday,VANDALISM NP,1313 W 12TH ST,LB517,BPD,REPORT
B18-14423,04-12-18,14:13,April,Thursday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B18-14452,04-12-18,17:22,April,Thursday,DISTURBANCE IP,727 W DIXIE ST; APT 1,LB412,BPD,NO REPORT
B18-14462,04-12-18,18:16,April,Thursday,DRUNK,E 13TH ST & N WOODLAWN AVE,LB214,BPD,NO REPORT
B18-14468,04-12-18,18:49,April,Thursday,NOISE,1401 W 6TH ST,LB521,BPD,NO REPORT
B18-14473,04-12-18,19:27,April,Thursday,DRUNK,102 W HOOSIER ST,LB433,BPD,NO REPORT
B18-14476,04-12-18,19:50,April,Thursday,DISTURBANCE IP,1001 S HENDERSON ST; BRYAN PARK,LB313,BPD,NO REPORT
B18-14477,04-12-18,19:59,April,Thursday,NOISE,504 S BASSWOOD DR; APT D,LB404,BPD,NO REPORT
B18-14484,04-12-18,20:44,April,Thursday,DRUNK,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B18-14486,04-12-18,20:47,April,Thursday,NOISE,4471 E 3RD ST,LB219,BPD,NO REPORT
B18-14490,04-12-18,21:40,April,Thursday,NOISE,310 N GRANT ST,LB102,BPD,NO REPORT
B18-14500,04-12-18,22:41,April,Thursday,NOISE,1601 S WALNUT ST,LB315,BPD,NO REPORT
B18-14502,04-12-18,22:52,April,Thursday,NOISE,1309 S PALMER AVE,LB314,BPD,NO REPORT
B18-14503,04-12-18,23:03,April,Thursday,NOISE,652 E RIDGE CREST CT,LB316,BPD,NO REPORT
B18-14504,04-12-18,23:15,April,Thursday,NOISE,118 E 14TH ST,LB213,BPD,NO REPORT
B18-14506,04-12-18,23:23,April,Thursday,NOISE,408 E 16TH ST,LB213,BPD,NO REPORT
B18-14508,04-12-18,23:42,April,Thursday,NOISE,404 S WASHINGTON ST; URBAN STATION APARTMENTS WASHINGTON,LB104,BPD,NO REPORT
B18-14509,04-12-18,23:46,April,Thursday,NOISE,E COTTAGE GROVE AVE & N WASHINGTON ST,LB213,BPD,NO REPORT
B18-14512,04-13-18,00:01,April,Friday,NOISE,302 N WASHINGTON ST,LB102,BPD,NO REPORT
B18-14515,04-13-18,00:06,April,Friday,NOISE,425 N DUNN ST,LB102,BPD,NO REPORT
B18-14520,04-13-18,00:42,April,Friday,NOISE,1401 W 6TH ST,LB521,BPD,NO REPORT
B18-14524,04-13-18,01:11,April,Friday,VANDALISM IP,1600 N WILLIS DR; LOT 17,LB513,BPD,REPORT
B18-14525,04-13-18,01:12,April,Friday,NOISE,N WASHINGTON ST & E 6TH ST,LB102,BPD,NO REPORT
B18-14527,04-13-18,01:59,April,Friday,NOISE,525 S PATTERSON DR; APT 4202 OR 4203,LB406,BPD,NO REPORT
B18-14532,04-13-18,03:55,April,Friday,NOISE,710 N MORTON ST; THE PARK ON MORTON OFFICE,LB519,BPD,NO REPORT
B18-14535,04-13-18,04:10,April,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A BLDG,LB336,BPD,NO REPORT
B18-14538,04-13-18,04:44,April,Friday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,REPORT
B18-14552,04-13-18,09:09,April,Friday,NOISE,400 N DUNN ST,LB102,BPD,NO REPORT
B18-14556,04-13-18,09:37,April,Friday,VANDALISM NP,1600 N WILLIS DR; LT 4,LB513,BPD,NO REPORT
B18-14573,04-13-18,11:29,April,Friday,PANHANDLING,3210 E 10TH ST; US POST OFFICE WOODBRIGDE,LB221,BPD,NO REPORT
B18-14581,04-13-18,12:47,April,Friday,NOISE,313 N GRANT ST,LB102,BPD,NO REPORT
B18-14610,04-13-18,15:31,April,Friday,NOISE,525 S PATTERSON DR; THE DILLON,LB406,BPD,NO REPORT
B18-14605,04-13-18,15:50,April,Friday,NOISE,525 S PATTERSON DR,LB406,BPD,NO REPORT
B18-14609,04-13-18,16:03,April,Friday,DISTURBANCE IP,1117 N COLLEGE AVE,LB519,BPD,NO REPORT
B18-14611,04-13-18,16:08,April,Friday,NOISE,340 S WALKER ST; HOOSIER ATHLETIC,LB406,BPD,NO REPORT
B18-14615,04-13-18,16:27,April,Friday,NOISE,S WALKER ST & W 2ND ST,LB406,BPD,NO REPORT
B18-14617,04-13-18,16:37,April,Friday,VANDALISM NP,1115 S WALNUT ST; CIRCLE K GAS GRIMES AND WALNUT,LB314,BPD,REPORT
B18-14626,04-13-18,17:20,April,Friday,DRUNK,311 E COTTAGE GROVE AVE,LB213,BPD,NO REPORT
B18-14661,04-13-18,22:14,April,Friday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B18-14666,04-13-18,22:53,April,Friday,NOISE,320 N COLLEGE AVE,LB101,BPD,NO REPORT
B18-14673,04-13-18,23:16,April,Friday,NOISE,1819 E WEXLEY RD,LB325,BPD,NO REPORT
B18-14678,04-13-18,23:39,April,Friday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-14681,04-13-18,23:47,April,Friday,NOISE,1601 S WALNUT ST,LB315,BPD,NO REPORT
B18-14679,04-14-18,00:04,April,Saturday,DISTURBANCE IP,605 S FESS AVE; APT 9,LB302,BPD,NO REPORT
B18-14683,04-14-18,00:28,April,Saturday,NOISE,1314 S STULL AVE,LB313,BPD,NO REPORT
B18-14684,04-14-18,00:29,April,Saturday,NOISE,407 S LINCOLN ST,LB104,BPD,NO REPORT
B18-14688,04-14-18,00:38,April,Saturday,NOISE,709 S WALNUT ST,LB301,BPD,NO REPORT
B18-14691,04-14-18,01:05,April,Saturday,NOISE,525 S PATTERSON DR; THE DILLON,LB406,BPD,NO REPORT
B18-14697,04-14-18,02:02,April,Saturday,NOISE,1310 N LINCOLN ST,LB212,BPD,NO REPORT
B18-14704,04-14-18,02:40,April,Saturday,VANDALISM NP,401 E VARSITY LN; STADIUM CROSSING APARTMENTS,LB212,BPD,NO REPORT
B18-14703,04-14-18,02:50,April,Saturday,NOISE,404 S WASHINGTON ST; URBAN STATION APARTMENTS WASHINGTON,LB104,BPD,NO REPORT
B18-14710,04-14-18,04:12,April,Saturday,NOISE,320 N LINCOLN ST,LB102,BPD,NO REPORT
B18-14714,04-14-18,05:14,April,Saturday,NOISE,800 N SMITH RD; APT P6,LB219,BPD,NO REPORT
B18-14719,04-14-18,06:59,April,Saturday,DISTURBANCE IP,120 E MILLER DR ; BLOOMINGTON NURSING AND REHAB,LB315,BPD,NO REPORT
B18-14728,04-14-18,09:14,April,Saturday,VANDALISM NP,520 S BASSWOOD DR; APT E,LB404,BPD,REPORT
B18-14732,04-14-18,10:24,April,Saturday,VANDALISM IP,2368 S WINSLOW CT,LB326,BPD,REPORT
B18-14754,04-14-18,14:37,April,Saturday,NOISE,331 S WALNUT ST; RHINOS ALL AGE MUSIC CLUB,LB104,BPD,NO REPORT
B18-14753,04-14-18,14:57,April,Saturday,NOISE,2000 E ATWATER AVE,LB303,BPD,NO REPORT
B18-14752,04-14-18,15:02,April,Saturday,VANDALISM IP,512 S BASSWOOD DR; APT L,LB404,BPD,NO REPORT
B18-14770,04-14-18,17:14,April,Saturday,DISTURBANCE IP,3600 N PROW RD; BLOOMINGTON MEADOWS HOSPITAL,LB503,BPD,NO REPORT
B18-14774,04-14-18,17:44,April,Saturday,DISTURBANCE IP,S MORTON ST & W 1ST ST,LB409,BPD,NO REPORT
B18-14792,04-14-18,20:03,April,Saturday,DISTURBANCE IP,2446 S HENDERSON ST; APT 126 CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-14800,04-14-18,21:17,April,Saturday,NOISE,1501 E HILLSIDE DR; TARZIAN ESTATE,LB312,BPD,NO REPORT
B18-14813,04-14-18,22:54,April,Saturday,DISTURBANCE IP,2500 S ROCKPORT RD,LB424,BPD,NO REPORT
B18-14819,04-14-18,23:05,April,Saturday,NOISE,1306 N LINCOLN ST,LB212,BPD,NO REPORT
