Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B19-28668,07-12-19,14:37,July,Friday,DISTURBANCE IP,512 S COLLEGE MALL RD; GOODWILL EAST,LB305,BPD,No Report
B19-28680,07-12-19,16:16,July,Friday,DISTURBANCE IP,312 E 3RD ST; LAUNDRYWORKS NORTH,LB104,BPD,No Report
B19-28851,07-13-19,18:20,July,Saturday,DISTURBANCE IP,519 N COLLEGE AVE; APT 23,LB1,BPD,Report
B19-28864,07-13-19,20:01,July,Saturday,DISTURBANCE IP,540 S BASSWOOD DR; CANTERBURY APARTMENTS,LB404,BPD,No Report
B19-28910,07-14-19,06:01,July,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; B115,LB336,BPD,No Report
B19-28936,07-14-19,11:37,July,Sunday,DISTURBANCE IP,1600 N WILLIS DR; LT 111,LB513,BPD,No Report
B19-28938,07-14-19,11:53,July,Sunday,DISTURBANCE IP,302 S CORY LN; ADVANCE AUTO PARTS,LB405,BPD,No Report
B19-29010,07-14-19,20:44,July,Sunday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,No Report
B19-29017,07-14-19,21:20,July,Sunday,DISTURBANCE IP,W 3RD ST & S CORY LN,LB522,BPD,No Report
B19-29072,07-15-19,09:16,July,Monday,DISTURBANCE IP,322 W KENWOOD DR,LB519,BPD,No Report
B19-29160,07-15-19,18:40,July,Monday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,Report
B19-29165,07-15-19,19:05,July,Monday,DISTURBANCE IP,401 S MAPLE ST,LB409,BPD,No Report
B19-29177,07-15-19,21:06,July,Monday,DISTURBANCE IP,100 W KIRKWOOD AVE,LMNC,BPD,No Report
B19-29205,07-16-19,01:37,July,Tuesday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,Report
B19-29206,07-16-19,02:09,July,Tuesday,DISTURBANCE IP,1105 N ILLINOIS ST,LB517,BPD,No Report
B19-29211,07-16-19,03:10,July,Tuesday,DISTURBANCE IP,421 S DUNN ST; APT 2,LB104,BPD,No Report
B19-29227,07-16-19,08:26,July,Tuesday,DISTURBANCE IP,1821 W 17TH ST,LB517,BPD,No Report
B19-29236,07-16-19,10:05,July,Tuesday,DISTURBANCE IP,155 E BURKS DR; GOLDEN LIVING CENTER,LB336,BPD,No Report
B19-29249,07-16-19,11:15,July,Tuesday,DISTURBANCE IP,W ALLEN ST & S PEACHTREE LN,LB414,BPD,No Report
B19-29267,07-16-19,13:17,July,Tuesday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,No Report
B19-29282,07-16-19,15:13,July,Tuesday,DISTURBANCE IP,338 S WASHINGTON ST; MIDDLE WAY HOUSE,LB104,BPD,Report
B19-29322,07-16-19,19:43,July,Tuesday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,No Report
B19-29337,07-16-19,21:40,July,Tuesday,DISTURBANCE IP,N WALNUT ST & E 6TH ST,LB102,BPD,Report
B19-29344,07-16-19,22:36,July,Tuesday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS,LB327,BPD,No Report
B19-29383,07-17-19,09:25,July,Wednesday,DISTURBANCE IP,555 W LAVA WAY,LB513,BPD,No Report
B19-29406,07-17-19,12:42,July,Wednesday,DISTURBANCE IP,3115 S WALNUT ST; ROYAL SOUTH TOYOTA,LB336,BPD,No Report
B19-29418,07-17-19,14:30,July,Wednesday,DISTURBANCE IP,710 E SHERWOOD HILLS DR,LB329,BPD,No Report
B19-29477,07-17-19,20:36,July,Wednesday,DISTURBANCE IP,1017 N ILLINOIS ST,LB517,BPD,No Report
B19-29487,07-17-19,21:13,July,Wednesday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GAS GRIMES AND WALNUT,LB314,BPD,No Report
B19-29497,07-17-19,23:01,July,Wednesday,DISTURBANCE IP,619 W HOWE ST; BUILDING TRADES PARK,LB409,BPD,Report
B19-29514,07-18-19,01:52,July,Thursday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,No Report
B19-29609,07-18-19,18:18,July,Thursday,DISTURBANCE IP,2910 W 3RD ST; MCDONALDS WEST,LB523,BPD,No Report
B19-29734,07-19-19,15:40,July,Friday,DISTURBANCE IP,N MONROE ST & W 16TH ST,LB517,BPD,No Report
B19-29738,07-19-19,16:06,July,Friday,DISTURBANCE IP,405 E KIRKWOOD AVE; CAFE PIZZARIA,LB102,BPD,No Report
B19-29744,07-19-19,16:30,July,Friday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,No Report
B19-29793,07-19-19,21:59,July,Friday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,No Report
B19-29848,07-20-19,06:44,July,Saturday,DISTURBANCE IP,401 N MORTON ST; SHOWERS CITY HALL,LB101,BPD,No Report
B19-29879,07-20-19,13:02,July,Saturday,DISTURBANCE IP,W KIRKWOOD AVE & N HOPEWELL ST,LB521,BPD,No Report
B19-29949,07-20-19,21:56,July,Saturday,DISTURBANCE IP,2336 S PEOPLES CT,LB424,BPD,No Report
B19-29954,07-20-19,22:10,July,Saturday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,Report
B19-29955,07-20-19,22:30,July,Saturday,DISTURBANCE IP,3600 N PROW RD; BLOOMINGTON MEADOWS HOSPITAL,LB503,BPD,Report
B19-29992,07-21-19,03:01,July,Sunday,DISTURBANCE IP,1307 S WALNUT ST,LB314,BPD,Report
B19-30070,07-21-19,19:15,July,Sunday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,Report
B19-30078,07-21-19,20:03,July,Sunday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,No Report
B19-30080,07-21-19,20:16,July,Sunday,DISTURBANCE IP,155 E BURKS DR; GOLDEN LIVING CENTER,LB336,BPD,Report
B19-30081,07-21-19,20:32,July,Sunday,DISTURBANCE IP,1206 S MADISON ST,LB412,BPD,No Report
B19-30082,07-21-19,20:42,July,Sunday,DISTURBANCE IP,3811 W 3RD ST; LONG JOHN SILVERS BLOOMINGTON,LB403,BPD,No Report
B19-30083,07-21-19,21:01,July,Sunday,DISTURBANCE IP,862 E MILLER DR,LB316,BPD,Report
B19-30111,07-22-19,02:31,July,Monday,DISTURBANCE IP,2306 W 3RD ST; BEEHIVE ASSISTED LIVING HOME,LB522,BPD,No Report
B19-30154,07-22-19,14:22,July,Monday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,No Report
B19-30225,07-22-19,20:13,July,Monday,DISTURBANCE IP,750 S WALKER ST; LOT 88,LB409,BPD,Report
B19-30236,07-22-19,21:46,July,Monday,DISTURBANCE IP,2302 E WINDING BROOK CT,LB324,BPD,No Report
B19-30256,07-23-19,01:35,July,Tuesday,DISTURBANCE IP,1405 W ILLINOIS CT,LB517,BPD,No Report
B19-30257,07-23-19,03:20,July,Tuesday,DISTURBANCE IP,1245 N MAPLE ST,LB518,BPD,No Report
B19-30275,07-23-19,08:03,July,Tuesday,DISTURBANCE IP,W HOWE ST & S FAIRVIEW ST,LB409,BPD,No Report
B19-30279,07-23-19,08:16,July,Tuesday,DISTURBANCE IP,629 W MARBLE LN; APT C,LB513,BPD,No Report
B19-30284,07-23-19,09:10,July,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A19,LB336,BPD,No Report
B19-30342,07-23-19,17:14,July,Tuesday,DISTURBANCE IP,941 N FAIRVIEW ST,LB518,BPD,Report
B19-30347,07-23-19,18:13,July,Tuesday,DISTURBANCE IP,812 W 9TH ST; REV ERNEST D BUTLER PARK,LB520,BPD,No Report
B19-30354,07-23-19,19:35,July,Tuesday,DISTURBANCE IP,512 S BASSWOOD DR,LB404,BPD,No Report
B19-30370,07-23-19,21:32,July,Tuesday,DISTURBANCE IP,2367 S BURBERRY LN,LB326,BPD,No Report
B19-30421,07-24-19,10:09,July,Wednesday,DISTURBANCE IP,709 S WALNUT ST,LB301,BPD,No Report
B19-30475,07-24-19,16:07,July,Wednesday,DISTURBANCE IP,532 S WALNUT ST; ACE PAWN SHOP SOUTH,LB410,BPD,No Report
B19-30482,07-24-19,16:45,July,Wednesday,DISTURBANCE IP,430 S WASHINGTON ST; GOLD CASTERS,LB104,BPD,No Report
B19-30510,07-24-19,19:51,July,Wednesday,DISTURBANCE IP,100 S PETE ELLIS DR; APT D5,LB221,BPD,No Report
B19-30515,07-24-19,20:29,July,Wednesday,DISTURBANCE IP,2430 S WALNUT ST; DOLLAR GENERAL SOUTH WALNUT SQUARE,LB422,BPD,Report
B19-30518,07-24-19,20:42,July,Wednesday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,No Report
B19-30531,07-24-19,22:30,July,Wednesday,DISTURBANCE IP,N COLLEGE AVE & W STATE ROAD 45 46 BYPASS,LB512,BPD,No Report
B19-30535,07-24-19,22:52,July,Wednesday,DISTURBANCE IP,1409 E DUNSTAN DR,LB330,BPD,Report
B19-30605,07-25-19,13:49,July,Thursday,DISTURBANCE IP,3702 W 3RD ST; TACO BELL WEST,LB524,BPD,No Report
B19-30615,07-25-19,14:46,July,Thursday,DISTURBANCE IP,1440 N WOODBURN AVE; APT 8,LB512,BPD,No Report
B19-30653,07-25-19,17:48,July,Thursday,DISTURBANCE IP,1703 S HUNTINGTON DR,LB316,BPD,No Report
B19-30658,07-25-19,18:07,July,Thursday,DISTURBANCE IP,2894 E 3RD ST; COLLEGE MALL,LB305,BPD,No Report
B19-30676,07-25-19,20:54,July,Thursday,DISTURBANCE IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,No Report
B19-30713,07-26-19,01:07,July,Friday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; RM 108,LB212,BPD,No Report
B19-30766,07-26-19,14:36,July,Friday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,No Report
B19-30776,07-26-19,15:35,July,Friday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,No Report
B19-30788,07-26-19,16:45,July,Friday,DISTURBANCE IP,350 S LANDMARK AVE,LB405,BPD,No Report
B19-30823,07-26-19,21:53,July,Friday,DISTURBANCE IP,115 N COLLEGE AVE,LB101,BPD,No Report
B19-30835,07-26-19,22:55,July,Friday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; RM 400,LB212,BPD,Report
B19-30863,07-27-19,03:55,July,Saturday,DISTURBANCE IP,507 S FESS AVE,LB302,BPD,No Report
B19-30882,07-27-19,09:39,July,Saturday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS,LB327,BPD,Report
B19-30941,07-27-19,20:18,July,Saturday,DISTURBANCE IP,810 N OOLITIC DR,LB517,BPD,No Report
B19-30947,07-27-19,21:29,July,Saturday,DISTURBANCE IP,1301 S WALNUT ST,LB314,BPD,No Report
B19-30979,07-28-19,01:44,July,Sunday,DISTURBANCE IP,3213 S ACADIA CT,LB329,BPD,No Report
B19-30985,07-28-19,03:26,July,Sunday,DISTURBANCE IP,2658 E 3RD ST; CIRCLE K SHELL GAS 3RD AND COLLEGE MALL,LB305,BPD,Report
B19-31152,07-29-19,10:04,July,Monday,DISTURBANCE IP,2326 S WINSLOW CT,LB326,BPD,No Report
B19-31157,07-29-19,10:38,July,Monday,DISTURBANCE IP,200 E KIRKWOOD AVE; PEOPLES STATE BANK DOWNTOWN,LB104,BPD,No Report
B19-31175,07-29-19,12:56,July,Monday,DISTURBANCE IP,820 W RALSTON DR,LB423,BPD,No Report
B19-31181,07-29-19,13:46,July,Monday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BLDG B ENTRY,LB336,BPD,No Report
B19-31204,07-29-19,15:04,July,Monday,DISTURBANCE IP,N MONROE ST & W 17TH ST,LB518,BPD,No Report
B19-31252,07-29-19,19:57,July,Monday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,No Report
B19-31270,07-29-19,22:42,July,Monday,DISTURBANCE IP,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,No Report
B19-31403,07-30-19,16:05,July,Tuesday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,No Report
B19-31442,07-30-19,19:18,July,Tuesday,DISTURBANCE IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,No Report
B19-31463,07-30-19,22:13,July,Tuesday,DISTURBANCE IP,338 S WASHINGTON ST; MIDDLE WAY HOUSE,LB104,BPD,No Report
B19-31472,07-30-19,22:57,July,Tuesday,DISTURBANCE IP,1400 W RCA PARK DR; RCA COMMUNITY PARK,LB419,BPD,No Report
B19-31481,07-31-19,00:31,July,Wednesday,DISTURBANCE IP,1520 E CLAIRMONT PL,LB330,BPD,Report
B19-31501,07-31-19,08:18,July,Wednesday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; ROOM 230,LB212,BPD,No Report
B19-31516,07-31-19,10:16,July,Wednesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,No Report
B19-31548,07-31-19,14:30,July,Wednesday,DISTURBANCE IP,W 17TH ST & N LINDBERGH DR,LB517,BPD,No Report
B19-31596,07-31-19,20:17,July,Wednesday,DISTURBANCE IP,600 W 17TH ST,LB513,BPD,No Report
B19-31603,07-31-19,21:55,July,Wednesday,DISTURBANCE IP,550 S WALNUT ST; RALLYS,LB410,BPD,No Report
B19-31610,07-31-19,22:30,July,Wednesday,DISTURBANCE IP,1510 S GRANT ST,LB315,BPD,Report
B19-31613,07-31-19,22:58,July,Wednesday,DISTURBANCE IP,2446 S HENDERSON ST; APT 228,LB327,BPD,No Report
B19-31623,07-31-19,23:55,July,Wednesday,DISTURBANCE IP,2446 S HENDERSON ST; APT 228,LB327,BPD,No Report
B19-31636,08-01-19,04:27,August,Thursday,DISTURBANCE IP,3311 W STATE ROAD 45; WAL-MART MURPHY OIL GAS STATION,LMS27,BPD,No Report
B19-31646,08-01-19,08:18,August,Thursday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,No Report
B19-31670,08-01-19,11:01,August,Thursday,DISTURBANCE IP,922 N ORRIS DR,LB518,BPD,No Report
B19-31696,08-01-19,13:53,August,Thursday,DISTURBANCE IP,E MOORES PIKE & S COLLEGE MALL RD,LB319,BPD,No Report
B19-31700,08-01-19,14:46,August,Thursday,DISTURBANCE IP,907 W 11TH ST; OPPORTUNITY HOUSE,LB518,BPD,No Report
B19-31714,08-01-19,16:44,August,Thursday,DISTURBANCE IP,2980 W WHITEHALL CROSSING BLVD; MOTHER BEARS PIZZA WEST,LB515,BPD,No Report
B19-31734,08-01-19,18:48,August,Thursday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,No Report
B19-31738,08-01-19,19:42,August,Thursday,DISTURBANCE IP,1201 W ALLEN ST; APT 33,LB413,BPD,No Report
B19-31745,08-01-19,20:14,August,Thursday,DISTURBANCE IP,N ILLINOIS ST & W ILLINOIS CT,LB517,BPD,No Report
B19-31765,08-01-19,22:40,August,Thursday,DISTURBANCE IP,2446 S HENDERSON ST; APT 228,LB327,BPD,No Report
B19-31767,08-01-19,22:41,August,Thursday,DISTURBANCE IP,1023 W 12TH ST,LB518,BPD,No Report
B19-31810,08-02-19,06:20,August,Friday,DISTURBANCE IP,1560 W BLOOMFIELD RD; CITGO GAS BLOOMINGTON,LMS30,BPD,No Report
B19-31818,08-02-19,09:31,August,Friday,DISTURBANCE IP,2423 S WALNUT ST; DAIRY QUEEN,LB327,BPD,No Report
B19-31840,08-02-19,12:57,August,Friday,DISTURBANCE IP,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,BPD,No Report
B19-31867,08-02-19,15:40,August,Friday,DISTURBANCE IP,3300 S ODELL DR; APT 7,LB336,BPD,Report
B19-31902,08-02-19,20:10,August,Friday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,No Report
B19-31905,08-02-19,20:24,August,Friday,DISTURBANCE IP,1600 N WILLIS DR; LOT 158,LB513,BPD,No Report
B19-31913,08-02-19,21:25,August,Friday,DISTURBANCE IP,1040 E THORNTON DR,LB316,BPD,No Report
B19-31919,08-02-19,22:34,August,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A BUILDING,LB336,BPD,No Report
