Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B18-00797,01-07-18,03:19,January,Sunday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B18-00861,01-07-18,17:25,January,Sunday,DISTURBANCE IP,2446 S HENDERSON ST,LB327,BPD,NO REPORT
B18-00987,01-08-18,15:47,January,Monday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B18-00990,01-08-18,16:21,January,Monday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B18-01077,01-09-18,07:47,January,Tuesday,DISTURBANCE IP,2400 S HENDERSON ST,LB327,BPD,NO REPORT
B18-01178,01-09-18,20:32,January,Tuesday,DISTURBANCE IP,1440 N ARLINGTON PARK DR; APT 507,LB514,BPD,NO REPORT
B18-01252,01-10-18,13:07,January,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD,LB424,BPD,NO REPORT
B18-01257,01-10-18,13:38,January,Wednesday,DISTURBANCE IP,1712 S WALNUT ST; DOUGS AUTO,LB421,BPD,NO REPORT
B18-01323,01-10-18,20:44,January,Wednesday,DISTURBANCE IP,800 N SMITH RD; W2,LB219,BPD,NO REPORT
B18-01357,01-11-18,05:39,January,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 92A,LB336,BPD,NO REPORT
B18-01439,01-11-18,19:23,January,Thursday,DISTURBANCE IP,301 S WALNUT ST; TRANSIT,LB104,BPD,NO REPORT
B18-01470,01-11-18,23:41,January,Thursday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT
B18-01476,01-12-18,4.252314814814815E-2,January,Friday,DISTURBANCE IP,219 N WALNUT ST; THE VID,LB101,BPD,NO REPORT
B18-01483,01-12-18,03:10,January,Friday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT
B18-01652,01-13-18,17:44,January,Saturday,DISTURBANCE IP,3120 E GOODNIGHT WAY; APT 9,LB310,BPD,NO REPORT
B18-01773,01-14-18,18:39,January,Sunday,DISTURBANCE IP,120 S KINGSTON DR; APT 56,LB221,BPD,NO REPORT
B18-01807,01-14-18,22:45,January,Sunday,DISTURBANCE IP,N MONROE ST & W 12TH ST,LB517,BPD,NO REPORT
B18-01821,01-15-18,3.7951388888888889E-2,January,Monday,DISTURBANCE IP,503 S MULLER PKWY,LB404,BPD,NO REPORT
B18-01846,01-15-18,11:40,January,Monday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B131,LB336,BPD,NO REPORT
B18-01869,01-15-18,14:35,January,Monday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B18-01933,01-16-18,07:19,January,Tuesday,DISTURBANCE IP,1600 N WILLIS DR; LOT 135,LB513,BPD,NO REPORT
B18-02004,01-16-18,17:45,January,Tuesday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B18-02015,01-16-18,18:11,January,Tuesday,DISTURBANCE IP,301 N COLLEGE AVE; MONROE COUNTY JUSTICE BUILDING,LMNC,BPD,NO REPORT
B18-02043,01-17-18,2.8773148148148145E-2,January,Wednesday,DISTURBANCE IP,720 W DODDS ST,LB412,BPD,NO REPORT
B18-02083,01-17-18,10:56,January,Wednesday,DISTURBANCE IP,1100 W RAPPEL AVE; QUALITY INN,LB510,BPD,NO REPORT
B18-02091,01-17-18,11:55,January,Wednesday,DISTURBANCE IP,434 N FAIRVIEW ST,LB520,BPD,NO REPORT
B18-02184,01-18-18,03:00,January,Thursday,DISTURBANCE IP,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,BPD,NO REPORT
B18-02190,01-18-18,07:32,January,Thursday,DISTURBANCE IP,411 E SOUTHERN DR; APT 9,LB315,BPD,NO REPORT
B18-02242,01-18-18,13:54,January,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BUILDING B,LB336,BPD,NO REPORT
B18-02329,01-19-18,03:36,January,Friday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B18-02445,01-19-18,22:11,January,Friday,DISTURBANCE IP,S ROGERS ST & W KIRKWOOD AVE,LB520,BPD,NO REPORT
B18-02456,01-19-18,23:35,January,Friday,DISTURBANCE IP,1710 N LINCOLN ST,LB212,BPD,NO REPORT
B18-02504,01-20-18,08:21,January,Saturday,DISTURBANCE IP,3110 E BRAESIDE DR; APT 3261  THE CROSSING AT PETE ELLIS,LB221,BPD,NO REPORT
B18-02517,01-20-18,12:09,January,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE;B120,LB336,BPD,NO REPORT
B18-02519,01-20-18,12:59,January,Saturday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT
B18-02588,01-20-18,21:27,January,Saturday,DISTURBANCE IP,3400 S SARE RD; APT 1327,LB331,BPD,NO REPORT
B18-02599,01-20-18,22:37,January,Saturday,DISTURBANCE IP,1466 N ARLINGTON PARK DR,LB514,BPD,NO REPORT
B18-02603,01-20-18,22:52,January,Saturday,DISTURBANCE IP,411 S PARKWAY DR; APT 7,LB402,BPD,NO REPORT
B18-02613,01-20-18,23:41,January,Saturday,DISTURBANCE IP,237 E VARSITY LN,LB212,BPD,NO REPORT
B18-02627,01-21-18,4.9189814814814818E-2,January,Sunday,DISTURBANCE IP,255 E VARSITY LN,LB212,BPD,NO REPORT
B18-02639,01-21-18,02:47,January,Sunday,DISTURBANCE IP,105 W 7TH ST; VIDEO SALOON,LB101,BPD,NO REPORT
B18-02640,01-21-18,02:58,January,Sunday,DISTURBANCE IP,105 W 7TH ST; VIDEO SALOON,LB101,BPD,NO REPORT
B18-02644,01-21-18,03:12,January,Sunday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B18-02676,01-21-18,11:56,January,Sunday,DISTURBANCE IP,110 S FRANKLIN RD; TEXAS ROADHOUSE,LB523,BPD,NO REPORT
B18-02764,01-21-18,22:15,January,Sunday,DISTURBANCE IP,2910 W 3RD ST; MCDONALDS WEST,LB523,BPD,NO REPORT
B18-02765,01-21-18,22:19,January,Sunday,DISTURBANCE IP,1821 W MARQUIS DR,LB517,BPD,NO REPORT
B18-02767,01-21-18,22:29,January,Sunday,DISTURBANCE IP,1933 S CURRY PIKE; HIGHLAND LOUNGE,LB416,BPD,NO REPORT
B18-02790,01-22-18,5.4953703703703706E-2,January,Monday,DISTURBANCE IP,1711 W GRAY ST,LB516,BPD,NO REPORT
B18-03015,01-23-18,20:58,January,Tuesday,DISTURBANCE IP,2627 E 2ND ST; APT 9,LB304,BPD,NO REPORT
B18-03031,01-23-18,22:27,January,Tuesday,DISTURBANCE IP,2423 S WALNUT ST; DAIRY QUEEN,LB327,BPD,NO REPORT
B18-03090,01-24-18,13:19,January,Wednesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B18-03093,01-24-18,13:55,January,Wednesday,DISTURBANCE IP,1600 N WILLIS DR; LOT 135,LB513,BPD,NO REPORT
B18-03129,01-24-18,18:04,January,Wednesday,DISTURBANCE IP,E MILLER DR & S HENDERSON ST,LB316,BPD,NO REPORT
B18-03132,01-24-18,18:20,January,Wednesday,DISTURBANCE IP,954 S MAXWELL TER,LB312,BPD,NO REPORT
B18-03143,01-24-18,19:34,January,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2802,LB424,BPD,NO REPORT
B18-03257,01-25-18,15:05,January,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BLDG A,LB336,BPD,NO REPORT
B18-03260,01-25-18,15:21,January,Thursday,DISTURBANCE IP,1210 S MADISON ST,LB412,BPD,NO REPORT
B18-03351,01-25-18,23:08,January,Thursday,DISTURBANCE IP,924 W GRAHAM DR,LB423,BPD,NO REPORT
B18-03371,01-26-18,4.4606481481481476E-2,January,Friday,DISTURBANCE IP,2363 S BRANDON CT,LB326,BPD,NO REPORT
B18-03394,01-26-18,06:41,January,Friday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-03415,01-26-18,11:34,January,Friday,DISTURBANCE IP,1600 N WILLIS DR; LOT 35,LB513,BPD,NO REPORT
B18-03423,01-26-18,13:03,January,Friday,DISTURBANCE IP,1224 W 11TH ST,LB517,BPD,NO REPORT
B18-03484,01-26-18,20:09,January,Friday,DISTURBANCE IP,4421 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B18-03485,01-26-18,20:15,January,Friday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD APTS,LB327,BPD,NO REPORT
B18-03497,01-26-18,21:28,January,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; COURT YARD,LB336,BPD,NO REPORT
B18-03517,01-26-18,23:02,January,Friday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B18-03547,01-27-18,7.768518518518519E-2,January,Saturday,DISTURBANCE IP,245 N COLLEGE AVE; HILTON GARDEN INN,LB101,BPD,NO REPORT
B18-03585,01-27-18,11:58,January,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B18-03588,01-27-18,12:26,January,Saturday,DISTURBANCE IP,120 S FAIRFIELD DR; FAIRFIELD INN BLOOMINGTON,LB523,BPD,NO REPORT
B18-03640,01-27-18,20:02,January,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A85,LB336,BPD,NO REPORT
B18-03675,01-28-18,8.1296296296296297E-2,January,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 129,LB336,BPD,NO REPORT
B18-03693,01-28-18,04:41,January,Sunday,DISTURBANCE IP,505 S MULLER PKWY; APT 501,LB404,BPD,NO REPORT
B18-03717,01-28-18,13:35,January,Sunday,DISTURBANCE IP,622 E BAYBERRY CT W,LB326,BPD,NO REPORT
B18-03745,01-28-18,17:00,January,Sunday,DISTURBANCE IP,2510 E 3RD ST; MCCALLISTERS DELI,LB304,BPD,NO REPORT
B18-03931,01-30-18,14:13,January,Tuesday,DISTURBANCE IP,405 W DRISCOLL DR,LB412,BPD,NO REPORT
B18-03939,01-30-18,15:27,January,Tuesday,DISTURBANCE IP,1201 W 10TH ST; RICKS TOWING,LB521,BPD,NO REPORT
B18-03959,01-30-18,17:24,January,Tuesday,DISTURBANCE IP,908 S WASHINGTON ST; APT 12,LB314,BPD,NO REPORT
B18-04004,01-30-18,23:54,January,Tuesday,DISTURBANCE IP,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,NO REPORT
B18-04165,01-31-18,21:08,January,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; B BUILDING,LB336,BPD,NO REPORT
B18-04171,01-31-18,22:05,January,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; B158,LB336,BPD,NO REPORT
B18-04195,02-01-18,3.7997685185185183E-2,February,Thursday,DISTURBANCE IP,908 S WASHINGTON ST; ARIEL APARTMENTS,LB314,BPD,NO REPORT
B18-04249,02-01-18,16:06,February,Thursday,DISTURBANCE IP,2020 S WALNUT ST; SONIC,LB422,BPD,NO REPORT
B18-04319,02-02-18,03:20,February,Friday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT
B18-04364,02-02-18,14:09,February,Friday,DISTURBANCE IP,3443 W 3RD ST,LB403,BPD,NO REPORT
B18-04374,02-02-18,15:28,February,Friday,DISTURBANCE IP,N JACKSON ST & W 17TH ST,LB518,BPD,NO REPORT
B18-04428,02-02-18,22:59,February,Friday,DISTURBANCE IP,3315 E LONGVIEW AVE; APT 57,LB221,BPD,NO REPORT
B18-04458,02-03-18,4.1284722222222223E-2,February,Saturday,DISTURBANCE IP,605 W MARBLE LN; APT B,LB513,BPD,NO REPORT
B18-04545,02-03-18,18:53,February,Saturday,DISTURBANCE IP,436 E SOUTHERN DR,LB315,BPD,NO REPORT
B18-04580,02-03-18,23:17,February,Saturday,DISTURBANCE IP,S GRANT ST & E 4TH ST,LB104,BPD,NO REPORT
B18-04632,02-04-18,09:34,February,Sunday,DISTURBANCE IP,3700 W 3RD ST; KFC WEST,LB524,BPD,NO REPORT
B18-04649,02-04-18,11:30,February,Sunday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B18-04731,02-05-18,10:22,February,Monday,DISTURBANCE IP,1104 N LINDBERGH DR,LB517,BPD,NO REPORT
B18-04747,02-05-18,13:09,February,Monday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B18-04820,02-05-18,20:18,February,Monday,DISTURBANCE IP,109 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B18-04904,02-06-18,16:36,February,Tuesday,DISTURBANCE IP,2498 S WALNUT ST; BURGER KING SOUTH,LB422,BPD,NO REPORT
B18-05023,02-07-18,13:22,February,Wednesday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6 ROOM 230,LB212,BPD,NO REPORT
B18-05033,02-07-18,14:29,February,Wednesday,DISTURBANCE IP,311 W 7TH ST; BLOOMINGTON ANTIQUE MALL,LB101,BPD,NO REPORT
B18-05181,02-08-18,09:09,February,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B98,LB336,BPD,NO REPORT
B18-05238,02-08-18,16:49,February,Thursday,DISTURBANCE IP,115 E 2ND ST,LB104,BPD,NO REPORT
B18-05247,02-08-18,18:21,February,Thursday,DISTURBANCE IP,907 S MADISON ST,LB412,BPD,NO REPORT
B18-05275,02-08-18,22:00,February,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A BUILDING LOBBY,LB336,BPD,NO REPORT
B18-05365,02-09-18,15:20,February,Friday,DISTURBANCE IP,2125 S HIGHLAND AVE; MONROE COUNTY YMCA BLOOMINGTON,LB325,BPD,NO REPORT
B18-05382,02-09-18,17:26,February,Friday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B18-05394,02-09-18,18:37,February,Friday,DISTURBANCE IP,516 S BASSWOOD DR,LB404,BPD,NO REPORT
B18-05406,02-09-18,20:39,February,Friday,DISTURBANCE IP,915 N ROGERS ST; BLDG A,LB518,BPD,NO REPORT
B18-05425,02-09-18,22:59,February,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B98,LB336,BPD,NO REPORT
B18-05434,02-10-18,2.494212962962963E-2,February,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B18-05438,02-10-18,5.62037037037037E-2,February,Saturday,DISTURBANCE IP,3090 S WALNUT ST,LB433,BPD,NO REPORT
B18-05444,02-10-18,8.306712962962963E-2,February,Saturday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B18-05445,02-10-18,8.6493055555555545E-2,February,Saturday,DISTURBANCE IP,3939 W ROLL AVE; APT 7,LB416,BPD,NO REPORT
B18-05495,02-10-18,13:39,February,Saturday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 115,LB513,BPD,NO REPORT
B18-05508,02-10-18,15:56,February,Saturday,DISTURBANCE IP,1600 N WILLIS DR; APT 217,LB513,BPD,NO REPORT
B18-05573,02-11-18,2.1631944444444443E-2,February,Sunday,DISTURBANCE IP,1325 N LINCOLN ST,LB212,BPD,NO REPORT
B18-05579,02-11-18,3.6261574074074078E-2,February,Sunday,DISTURBANCE IP,612 N GRANT ST; APT 13,LB213,BPD,NO REPORT
B18-05587,02-11-18,6.3032407407407412E-2,February,Sunday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT
B18-05591,02-11-18,03:29,February,Sunday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B18-05755,02-12-18,12:15,February,Monday,DISTURBANCE IP,812 N WASHINGTON ST,LB213,BPD,NO REPORT
B18-05816,02-12-18,19:19,February,Monday,DISTURBANCE IP,921 N SUMMIT ST,LB517,BPD,NO REPORT
B18-05865,02-13-18,9.1435185185185189E-2,February,Tuesday,DISTURBANCE IP,216 N WALNUT ST; BLUE BIRD,LB102,BPD,NO REPORT
B18-05866,02-13-18,9.3587962962962956E-2,February,Tuesday,DISTURBANCE IP,211 N WALNUT ST; BTOWN DINER,LB101,BPD,NO REPORT
B18-05917,02-13-18,13:53,February,Tuesday,DISTURBANCE IP,350 S LIBERTY DR; STE 200  T MOBILE,LB403,BPD,NO REPORT
B18-05937,02-13-18,17:53,February,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B18-05971,02-13-18,21:08,February,Tuesday,DISTURBANCE IP,231 S ADAMS ST; 1/2,LB407,BPD,NO REPORT
B18-06008,02-14-18,6.4398148148148149E-2,February,Wednesday,DISTURBANCE IP,108 E KIRKWOOD AVE; FARMBLOOMINGTON,LB104,BPD,NO REPORT
B18-06021,02-14-18,02:31,February,Wednesday,DISTURBANCE IP,915 N ROGERS ST; APT 9 BLD A,LB518,BPD,NO REPORT
B18-06025,02-14-18,04:09,February,Wednesday,DISTURBANCE IP,926 W 17TH ST,LB513,BPD,NO REPORT
B18-06056,02-14-18,11:02,February,Wednesday,DISTURBANCE IP,3414 S ACADIA CT,LB329,BPD,NO REPORT
B18-06248,02-15-18,19:12,February,Thursday,DISTURBANCE IP,1320 N ARLINGTON PARK DR; THE RESERVE AT CHANDLERS GLEN,LB514,BPD,NO REPORT
B18-06292,02-16-18,04:24,February,Friday,DISTURBANCE IP,2110 N WALNUT ST; CIRCLE S GAS NORTH WALNUT; CIRCLE S,LB212,BPD,NO REPORT
B18-06373,02-16-18,19:34,February,Friday,DISTURBANCE IP,322 S GRANT ST,LB104,BPD,NO REPORT
B18-06430,02-17-18,04:15,February,Saturday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 705,LB424,BPD,NO REPORT
B18-06432,02-17-18,04:47,February,Saturday,DISTURBANCE IP,657 N WALNUT ST,LB519,BPD,NO REPORT
B18-06466,02-17-18,12:17,February,Saturday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,NO REPORT
B18-06554,02-18-18,02:26,February,Sunday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GAS GRIMES AND WALNUT,LB314,BPD,NO REPORT
B18-06580,02-18-18,11:42,February,Sunday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT
B18-06605,02-18-18,15:54,February,Sunday,DISTURBANCE IP,740 S MORTON ST,LB409,BPD,NO REPORT
B18-06616,02-18-18,17:54,February,Sunday,DISTURBANCE IP,2498 S WALNUT ST; BURGER KING SOUTH,LB422,BPD,NO REPORT
B18-06638,02-18-18,21:14,February,Sunday,DISTURBANCE IP,2300 S BRANDON CT; BRANDON COURT,LB326,BPD,NO REPORT
B18-06642,02-18-18,21:43,February,Sunday,DISTURBANCE IP,540 S BASSWOOD DR; CANTERBURY APARTMENTS,LB404,BPD,NO REPORT
B18-06673,02-19-18,03:42,February,Monday,DISTURBANCE IP,1430 W 6TH ST,LB521,BPD,NO REPORT
B18-06740,02-19-18,15:42,February,Monday,DISTURBANCE IP,111 S GRANT ST; TRINITY EPISCOPAL,LB104,BPD,NO REPORT
B18-06758,02-19-18,17:32,February,Monday,DISTURBANCE IP,300 W HILLSIDE DR,LB412,BPD,NO REPORT
B18-06768,02-19-18,20:01,February,Monday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B18-06769,02-19-18,20:01,February,Monday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B18-06783,02-19-18,21:51,February,Monday,DISTURBANCE IP,1860 S WALNUT ST; APT 2 OR 3,LB421,BPD,NO REPORT
B18-06794,02-19-18,23:15,February,Monday,DISTURBANCE IP,920 W GRAHAM DR,LB423,BPD,NO REPORT
B18-06806,02-20-18,3.0439814814814821E-3,February,Tuesday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 13,LB513,BPD,NO REPORT
B18-06826,02-20-18,06:06,February,Tuesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-06838,02-20-18,07:57,February,Tuesday,DISTURBANCE IP,2446 S HENDERSON ST; APT 128,LB327,BPD,NO REPORT
B18-06848,02-20-18,08:56,February,Tuesday,DISTURBANCE IP,110 S INDIANA AVE; STARBUCKS DOWNTOWN,LB104,BPD,NO REPORT
B18-06888,02-20-18,12:58,February,Tuesday,DISTURBANCE IP,516 S BASSWOOD DR; APT I,LB404,BPD,NO REPORT
B18-06916,02-20-18,16:23,February,Tuesday,DISTURBANCE IP,317 E WINSLOW RD; AVERS PIZZA SOUTH,LB326,BPD,NO REPORT
B18-06926,02-20-18,17:25,February,Tuesday,DISTURBANCE IP,586 E GRAHAM PL,LB327,BPD,NO REPORT
B18-07069,02-21-18,13:40,February,Wednesday,DISTURBANCE IP,120 E MILLER DR; BLOOMINGTON NURSING & REHAB,LB315,BPD,NO REPORT
B18-07144,02-21-18,22:10,February,Wednesday,DISTURBANCE IP,1150 S CLARIZZ BLVD; APT E320,LB310,BPD,NO REPORT
B18-07206,02-22-18,09:03,February,Thursday,DISTURBANCE IP,1500 S STRONG DR; ORGANIZED LIVING,LB413,BPD,NO REPORT
B18-07228,02-22-18,13:03,February,Thursday,DISTURBANCE IP,W 3RD ST & S LANDMARK AVE,LB405,BPD,NO REPORT
B18-07256,02-22-18,15:55,February,Thursday,DISTURBANCE IP,1018 N LINDBERGH DR,LB517,BPD,NO REPORT
B18-07298,02-22-18,22:05,February,Thursday,DISTURBANCE IP,2100 S HENDERSON ST; FRANK SOUTHERN ICE ARENA,LB327,BPD,NO REPORT
B18-07318,02-22-18,23:38,February,Thursday,DISTURBANCE IP,2100 S HENDERSON ST; FRANK SOUTHERN ICE ARENA,LB327,BPD,NO REPORT
B18-07462,02-23-18,20:12,February,Friday,DISTURBANCE IP,301 S WALNUT ST; BUS TERMINAL,LB104,BPD,NO REPORT
B18-07463,02-23-18,20:23,February,Friday,DISTURBANCE IP,301 S WALNUT ST; BUS TERMINAL,LB104,BPD,NO REPORT
B18-07535,02-24-18,05:15,February,Saturday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT
B18-07537,02-24-18,05:41,February,Saturday,DISTURBANCE IP,1935 S BASSWOOD DR; CANDLEWOOD SUITES;RM 322,LB417,BPD,NO REPORT
B18-07585,02-24-18,15:27,February,Saturday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B18-07643,02-24-18,23:58,February,Saturday,DISTURBANCE IP,1307 W 3RD ST; MARATHON GAS STATION W 3RD ST,LB406,BPD,NO REPORT
B18-07647,02-25-18,1.5740740740740743E-2,February,Sunday,DISTURBANCE IP,2615 E 2ND ST; APT 7,LB304,BPD,NO REPORT
B18-07693,02-25-18,13:32,February,Sunday,DISTURBANCE IP,260 N JACOB DR,LB523,BPD,NO REPORT
B18-07737,02-25-18,19:34,February,Sunday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B18-07779,02-26-18,05:32,February,Monday,DISTURBANCE IP,727 W DIXIE ST; APT 12,LB412,BPD,NO REPORT
